Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType
Da lông chiến hổ		22	1	47	1	\image\item\other\xoyogame\zhanhumaopi.spr		32	Có thể gia công thành Da chiến hổ bằng kỹ năng sống <color=gold>gia công da<color>.<enter>Chỉ có <color=gold>Quan Lãnh Thổ<color> biết cách gia công.		0	1	100	5000		0	0		stuffitem		1		
Da chiến hổ		22	1	48	1	\image\item\other\xoyogame\zhanhupi.spr		32	Kèm theo linh khí, dùng để chế tạo Hình Thiên Chiến Bào.<enter>Chỉ có <color=gold>Quan Lãnh Thổ<color> biết cách chế tạo.		0	1	100	5000		0	0		stuffitem		1		
Không Bạch Hoàng Chỉ		22	1	49	1	\image\item\other\xoyogame\kongbaihuangzhi.spr		32	Có thể gia công thành Giáng Hoàng Phù Chỉ bằng kỹ năng sống <color=gold>gia công vải<color>.<enter>Chỉ có <color=gold>Quan Lãnh Thổ<color> biết cách gia công.		0	1	100	5000		0	0		stuffitem		1		
Giáng Hoàng Phù Chỉ		22	1	50	1	\image\item\other\xoyogame\jianghuangfuzhi.spr		32	Kèm theo linh khí, dùng để chế tạo Hành Quân Phù Chú.<enter>Chỉ có <color=gold>Quan Lãnh Thổ<color> biết cách chế tạo.		0	1	100	5000		0	0		stuffitem		1		
Trấn Phách Nguyên Thạch		22	1	51	1	\image\item\other\xoyogame\zhenpoyuanshi.spr		32	Có thể gia công thành Trấn Phách Thạch bằng kỹ năng sống <color=gold>gia công khoáng<color>.<enter>Chỉ có <color=gold>Quan Lãnh Thổ<color> biết cách gia công.		0	1	100	5000		0	0		stuffitem		1		
Trấn Phách Thạch		22	1	52	1	\image\item\other\xoyogame\zhenposhi.spr		32	Kèm theo linh khí, dùng để chế tạo Du Tử Hộ Thân Phù.<enter>Chỉ có <color=gold>Quan Lãnh Thổ<color> biết cách chế tạo.		0	1	100	5000		0	0		stuffitem		1		
Hoàng Mai Quả		22	1	53	1	\image\item\other\xoyogame\huangmeiguo.spr		32	Có thể gia công thành Hoàng Mai Quả Trấp bằng kỹ năng sống <color=gold>gia công thuốc<color>.<enter>Chỉ có <color=gold>Quan Lãnh Thổ<color> biết cách gia công.		0	1	100	5000		0	0		stuffitem		1		
Hoàng Mai Quả Trấp		22	1	54	1	\image\item\other\xoyogame\huangmeiguozhi.spr		32	Kèm theo linh khí, dùng để chế tạo Thiên Lý Chỉ Khát Đơn.<enter>Chỉ có <color=gold>Quan Lãnh Thổ<color> biết cách chế tạo.		0	1	100	5000		0	0		stuffitem		1		
Huyền thiết nguyên mộc		22	1	55	1	\image\item\other\xoyogame\xuantieyuanmu.spr		32	Có thể gia công thành Huyền Thiết Mộc bằng kỹ năng sống <color=gold>gia công gỗ<color>.<enter>Chỉ có <color=gold>Quan Lãnh Thổ<color> biết cách gia công.		0	1	100	5000		0	0		stuffitem		1		
Huyền Thiết Mộc		22	1	56	1	\image\item\other\xoyogame\xuantiemu.spr		32	Kèm theo linh khí, dùng để chế tạo Bách Bộ Xuyên Dương Cung.<enter>Chỉ có <color=gold>Quan Lãnh Thổ<color> biết cách chế tạo.		0	1	100	5000		0	0		stuffitem		1		
Nếp	Nếp	22	1	57	1	\image\item\huodong\nuomi.spr		32	Nếp thượng hạng, trắng bóng, vật liệu làm Bánh lá dứa.		0	500	10	1		1	0		stuffitem		1		
Đậu	Đậu	22	1	58	1	\image\item\huodong\dousha.spr		32	Đậu giống tốt, vật liệu làm Bánh lá dứa.		0	500	10	1		1	0		stuffitem		1		
Bột nếp	Bột nếp	22	1	59	1	\image\item\other\quest\quest_0061_s.spr		32	Có được sau khi gia công nếp, bột mịn và trơn, nguyên liệu làm Bánh lá dứa.		0	1	10	1		0	0		stuffitem		1		
Đậu đường	Đậu đường	22	1	60	1	\image\item\huodong\tdousha.spr		32	Có được sau khi gia công đậu, rất ngọt, nguyên liệu làm Bánh lá dứa.		0	1	10	1		0	0		stuffitem		1		
Vỏ sò thần bí		22	1	61	1	\image\item\other\scriptitem\normal_conch.spr		32	Vỏ sò trông rất đặc biệt, có thể chế tạo thành <color=gold>Vỏ sò vàng<color>!		0	1	10	1		0	0		stuffitem		1		
Mảnh bí cảnh		22	1	62	1	\image\item\other\quest\quest_0055_s.spr		32	Mảnh bản đồ rất cổ xưa, đồn rằng có thể ghép thành <color=gold>Bản đồ bí cảnh<color>!		0	1	10	1		0	0		stuffitem		1		
Gỗ vân sam	Gỗ vân sam Đoan Ngọ	22	1	63	1	\image\item\huodong\yunshan.spr		32	Loại gỗ tốt, vật liệu gia công thuyền rồng.		0	500	10	1		1	0		stuffitem		1		
Tấm gỗ vân sam	Tấm gỗ vân sam Đoan Ngọ	22	1	64	1	\image\item\huodong\yunshanban.spr		32	Tấm gỗ kiên cố, có được sau khi gia công gỗ vân sam, vật liệu chế tạo thuyền rồng.		0	1	10	1		0	0		stuffitem		1		
Tấm sắt thô	Tấm sắt thô Đoan Ngọ	22	1	65	1	\image\item\huodong\tiekuai.spr		32	Tấm sắt có nhiều tạp chất, vật liệu gia công thuyền rồng.		0	500	10	1		1	0		stuffitem		1		
Đinh sắt thô	Đinh sắt thô Đoan Ngọ	22	1	66	1	\image\item\huodong\tieding.spr		32	Đinh sắt cứng chắc, có được sau khi gia công tấm sắt thô, vật liệu chế tạo thuyền rồng.		0	1	10	1		0	0		stuffitem		1		
Dầu đồng thô	Dầu đồng thô Đoan Ngọ	22	1	67	1	\image\item\huodong\tongyou.spr		32	Dầu đồng có nhiều tạp chất, vật liệu gia công thuyền rồng.		0	500	10	1		1	0		stuffitem		1		
Dầu đồng tốt	Dầu đồng tốt Đoan Ngọ	22	1	68	1	\image\item\huodong\sptongyou.spr		32	Dầu đồng có màu sắc tươi sáng, có được sau khi gia công Dầu đồng thô, vật liệu chế tạo thuyền rồng.		0	1	10	1		0	0		stuffitem		1		
Quả thu hoạch	Quả thu hoạch	22	1	69	1	\image\item\other\quest\quest_0062_s.spr		32	Quả thu hoạch có thể dùng kỹ năng gia công thành quân lương dự trữ.		0	4000	100	4000		0	0		stuffitem		1		
Quân lương dự trữ	Quân lương dự trữ	22	1	70	1	\image\item\other\quest\quest_0077_s.spr		32	Quân lương dự trữ, có thể dùng kỹ năng chế tạo thành Túi tiếp viện nghĩa quân.		0	4000	100	4000		0	0		stuffitem		1		
Mảnh Bá Chủ Ấn	Mảnh Bá Chủ Ấn	22	1	71	1	\image\item\other\scriptitem\bazhezhiyin_2.spr		32	Mảnh Bá Chủ Ấn, có thể gia công thành Bá Chủ Thạch<enter>Khi nhân vật bị trọng thưong, sẽ bị rớt ra		0	1	50	10000		0	0		stuffitem		1		
Bá Chủ Thạch	Bá Chủ Thạch	22	1	72	1	\image\item\other\scriptitem\bazhezhiyin_1.spr		32	Bá Chủ Thạch, có thể gia công thành Bá Chủ Ấn		0	1	50	10000		0	0		stuffitem		1		
Mảnh Dạ Minh Châu	Tần Lăng-Dạ Minh Châu	22	1	73	1	\image\item\other\scriptitem\qinling_yemingzhu_1.spr		32	Tìm thấy trong Tần Lăng, sau khi gia công sẽ thành Dạ Minh Châu thô.		0	1	100	6000		0	0		stuffitem		1		
Dạ Minh Châu thô	Tần Lăng-Dạ Minh Châu	22	1	74	1	\image\item\other\scriptitem\qinling_yemingzhu_2.spr		32	1 viên Dạ Minh Châu thô, có thể chế tác thành <color=gold>Tần Lăng-Dạ Minh Châu<color>.		0	1	100	10000		0	0		stuffitem		1		
Mảnh Trường Minh Đăng	Vật liệu bộ Tần Lăng-1 Danh vọng	22	1	75	1	\image\item\other\scriptitem\qinling_refine1_1.spr		32	Tìm thấy trong Tần Lăng, sau khi gia công sẽ thành Trường Minh Đăng không thể sử dụng		0	1	100	6000		0	0		stuffitem		1		
Trường Minh Đăng không thể sử dụng	Vật liệu bộ Tần Lăng-1 Danh vọng	22	1	76	1	\image\item\other\scriptitem\qinling_refine1_2.spr		32	Phải thông qua kỹ năng sống để chế tác thành <color=gold>Tần Lăng-Trường Minh Đăng<color>.		0	1	100	10000		0	0		stuffitem		1		
Mảnh Ban Sơn Ấn	Vật liệu bộ Tần Lăng-2 Danh vọng	22	1	77	1	\image\item\other\scriptitem\qinling_refine2_1.spr		32	Tìm thấy trong Tần Lăng, sau khi gia công sẽ thành Ban Sơn Ấn thô.		0	1	100	6000		0	0		stuffitem		1		
Ban Sơn Ấn thô	Vật liệu bộ Tần Lăng-2 Danh vọng	22	1	78	1	\image\item\other\scriptitem\qinling_refine2_2.spr		32	Có thể chế tác thành <color=gold>Tần Lăng-Ban Sơn Ấn<color>.		0	1	100	10000		0	0		stuffitem		1		
Mảnh Mạc Kim Phù	Vật liệu bộ Tần Lăng-3 Danh vọng	22	1	79	1	\image\item\other\scriptitem\qinling_refine3_1.spr		32	Tìm thấy trong Tần Lăng, sau khi gia công sẽ thành Mạc Kim Phù thô.		0	1	100	6000		0	0		stuffitem		1		
Mạc Kim Phù thô	Vật liệu bộ Tần Lăng-3 Danh vọng	22	1	80	1	\image\item\other\scriptitem\qinling_refine3_2.spr		32	Có thể chế tác thành <color=gold>Tần Lăng-Mạc Kim Phù<color>. 		0	1	100	10000		0	0		stuffitem		1		
Hòa Thị Ngọc	vật liệu danh vọng vũ khí Hoàng-Kim Tần Lăng	22	1	81	1	\image\item\other\scriptitem\qinling_arm2_1.spr		32	Tìm thấy trong Tần Lăng, sau khi gia công sẽ thành Hòa Thị Bích thô.		0	100	100	300000		0	1		stuffitem		1		
Hòa Thị Bích thô	vật liệu danh vọng vũ khí Hoàng-Kim Tần Lăng	22	1	82	1	\image\item\other\scriptitem\qinling_arm2_2.spr		32	Có thể chế tác thành <color=gold>Tần Lăng-Hòa Thị Bích<color>. 		0	100	100	300000		0	1		stuffitem		1		
Hoa thất lăng	Thất Tịch_Hoa thất lăng	22	1	83	1	\image\item\other\quest\quest_0065_s.spr		32	Đạo cụ chế tạo Tín vật Thất Tịch, tham gia hoạt động sẽ có được. Kỹ năng gia công trên cấp 60 có thể gia công thành hoa!		0	1	20	50000		1	0		stuffitem		1		
Hoa	Thất Tịch_Hoa	22	1	84	1	\image\item\other\quest\quest_0091_s.spr		32	Đạo cụ chế tạo Tín vật Thất Tịch, tham gia hoạt động sẽ có được. Kỹ năng chế tạo trên cấp 60 có thể chế tạo Hoa rượu!		0	1	20	50000		1	0		stuffitem		1		
Rượu thất vị	Thất Tịch_Rượu thất vị	22	1	85	1	\image\item\other\merchant\techan_001.spr		32	Đạo cụ chế tạo Tín vật Thất Tịch, tham gia hoạt động sẽ có được. Kỹ năng gia công trên cấp 60 có thể gia công thành rượu!		0	1	20	50000		1	0		stuffitem		1		
Rượu	Thất Tịch_Rượu	22	1	86	1	\image\item\other\merchant\techan_007.spr		32	Đạo cụ chế tạo Tín vật Thất Tịch, tham gia hoạt động sẽ có được. Kỹ năng chế tạo trên cấp 60 có thể chế tạo Hoa rượu!		0	1	20	50000		1	0		stuffitem		1		
Thất ngôn cổ thơ	Thất Tịch_Thất ngôn cổ thơ	22	1	87	1	\image\item\other\quest\quest_0010_s.spr		32	Đạo cụ chế tạo Tín vật Thất Tịch, tham gia hoạt động sẽ có được. Kỹ năng gia công trên cấp 60 có thể gia công thành thơ!		0	1	20	50000		1	0		stuffitem		1		
Thơ	Thất Tịch_Thơ	22	1	88	1	\image\item\other\quest\quest_0084_s.spr		32	Đạo cụ chế tạo Tín vật Thất Tịch, tham gia hoạt động sẽ có được. Kỹ năng chế tạo trên cấp 60 có thể chế tạo Thi Kiếm!		0	1	20	50000		1	0		stuffitem		1		
Kiếm 7 tấc	Thất Tịch_Kiếm 7 tấc	22	1	89	1	\image\item\other\quest\quest_0033_s.spr		32	Đạo cụ chế tạo Tín vật Thất Tịch, tham gia hoạt động sẽ có được. Kỹ năng gia công trên cấp 60 có thể gia công thành kiếm!		0	1	20	50000		1	0		stuffitem		1		
Kiếm	Thất Tịch_Kiếm	22	1	90	1	\image\item\other\quest\quest_0041_s.spr		32	Đạo cụ chế tạo Tín vật Thất Tịch, tham gia hoạt động sẽ có được. Kỹ năng chế tạo trên cấp 60 có thể chế tạo Thi Kiếm!		0	1	20	50000		1	0		stuffitem		1		
Nguyệt ảnh nguyên thạch	Thi đấu gia tộc_Hủy	22	1	91	1	\image\item\other\quest\quest_0132_s.spr		32	Mất Nguyệt Ảnh Nguyên Thạch, không thể chế tạo Nguyệt Ảnh Thạch.<enter><color=gold>Chủ tiệm thu lại với giá gốc!<color>		0	200	20	50000		0	0		stuffitem		1		
Nguyệt ảnh nguyên thạch	Thi đấu gia tộc	22	1	91	2	\image\item\other\quest\quest_0132_s.spr		32	Dùng vật liệu để chế tạo "Nguyệt Ảnh Thạch" đổi đạo cụ tham gia thi đấu gia tộc.<color=gold>Kỳ Trân Các<color> có bán.		0	1	1	50000		0	1		stuffitem		1		
Nguyệt ảnh nguyên thạch thô	Thi đấu gia tộc	22	1	92	1	\image\item\other\quest\quest_0133_s.spr		32	Gia công 1 "Nguyệt Ảnh Nguyên Thạch" có thể chế tạo "Nguyệt Ảnh Thạch". Có bán ở Kỳ Trân Các!		0	1	100	50000		0	0		stuffitem		1		
Miếng thịt nát	Chế tạo Ngọc Trúc Mai Hoa	22	1	93	1	\image\item\other\quest\quest_0066_s.spr		32	Hỗn hợp của thịt dê non, lỗ tai heo, thịt bò, thịt thỏ, thịt hoẵng tạo thành Miếng thịt nát. Có thể chế tạo "Ngọc Trúc Mai Hoa", tất cả Tiệm tạp hóa đều có bán.		0	100	20	50000		0	0		stuffitem		1		
Thức ăn sống	Chế tạo Ngọc Trúc Mai Hoa	22	1	94	1	\image\item\other\scriptitem\caiyao.spr		32	Thức ăn chưa qua chế biến, có thể chế tạo "Ngọc Trúc Mai Hoa" duy trì 1 tuần hoặc 1 tháng.		0	1	20	50000		0	0		stuffitem		1		
Nhụy Hoa Tình	Nhụy Hoa Tình	22	1	95	1	\image\item\other\quest\quest_0065_s.spr		32	Cánh hoa rơi. Dùng kỹ năng sống <color=gold>gia công<color> thành Hoa Tình Gãy Cánh.		0	100	10000	50000		1	0		stuffitem		1		
Hoa Tình Gãy Cánh	Hoa Tình Gãy Cánh	22	1	96	1	\image\item\other\quest\quest_0091_s.spr		32	Hoa Tình Gãy Cánh. Dùng kỹ năng sống <color=gold>chế tạo<color> thành Hoa Tình.		0	100	10000	50000		1	0		stuffitem		1		
Đường cát	Hoạt động xuân 2011_Đường cát	22	1	97	1	\image\item\huodong\11_muomimian.spr		32	Nguyên liệu làm chè trôi nước. Dùng đường cát, mè đen, bột nếp, dùng kỹ năng sống <color=gold>gia công<color> sẽ làm thành những viên chè trôi nước.		0	100	20	10000		0	0		stuffitem		1		
Mè đen	Hoạt động xuân 2011_Mè đen	22	1	98	1	\image\item\huodong\11_heizhima.spr		32	Nguyên liệu làm chè trôi nước. Dùng đường cát, mè đen, bột nếp, dùng kỹ năng sống <color=gold>gia công<color> sẽ làm thành những viên chè trôi nước.		0	100	20	10000		0	0		stuffitem		1		
Bột nếp	Hoạt động xuân 2011_Bột nếp	22	1	99	1	\image\item\huodong\11_shatang.spr		32	Nguyên liệu làm chè trôi nước. Dùng đường cát, mè đen, bột nếp, dùng kỹ năng sống <color=gold>gia công<color> sẽ làm thành những viên chè trôi nước.		0	100	20	10000		0	0		stuffitem		1		
Chè trôi nước	Hoạt động xuân 2011_Chè trôi nước	22	1	100	1	\image\item\huodong\11_tangyuan.spr		32	Chuẩn bị xong chè trôi nước, có thể dùng kỹ năng sống <color=gold>chế tạo<color>, dùng để đãi tiệc chè trôi nước.		0	1	20	10000		0	0		stuffitem		1		
Mảnh Tỉnh Thần Thạch		22	1	101	1	\image\item\huodong\xingxing.spr		32	Mảnh Tiêu Dao Tỉnh Thần Thạch, có thể dùng kỹ năng sống <color=gold>chế thuốc<color> để tạo thành thành phẩm!		0	1	100	1		0	0		stuffitem		1		
Kim Cang Khoáng Thạch		22	1	102	1	\image\item\gem\gem_ore.spr		32	Khoáng Thạch được phát hiện ngẫu nhiên, rất cứng.<enter><color=gold>Dùng để chế tạo Khoan Kim Cương.<color>		0	1	100	50000		0	0		stuffitem		1		
Khoan Kim Cương chưa đánh bóng		22	1	103	1	\image\item\gem\gaizhui_ban.spr		32	Kim Cang Khoáng Thạch đã được gia công.<enter><color=gold>Dùng để chế tạo Khoan Kim Cương.<color>		0	1	100	50000		0	0		stuffitem		1		
Thiên Cơ Thô Ngọc (Vị trí)	Trang bị đồng hành_stm	22	1	104	1	\image\item\other\quest\quest_0049_s.spr		32	Nguyên liệu dùng để chế "Thiên Cơ Tử Ngọc", có thể đổi trang bị đồng hành. Nhận được khi mở <color=gold>Túi Quân Hưởng<color>.		0	1	100	50000		1	0		stuffitem		1		
Thiên Cơ Nguyên Ngọc	Trang bị đồng hành_stm	22	1	105	1	\image\item\lifeskill\baoshi\yuanshi_104_s.spr		32	Do 1 "Thiên Cơ Thô Ngọc" gia công thành, có thể tiến hành chế "Thiên Cơ Nguyên Ngọc".		0	1	100	50000		0	0		stuffitem		1		
Nguyệt Ảnh Khoáng Thạch	Nguyên liệu chế tạo Nguyệt Ảnh Thạch	22	1	106	1	\image\item\lifeskill\kuangshi\kuangshi_109_s.spr		32	Viên khoáng thạch này khá lớn, mang đi gia công có thể chế được 1 rương Nguyệt Ảnh Thạch (100 cái)		0	1	1	50000		0	1		stuffitem		1		
Nguyệt Ảnh Thạch chưa chạm trổ	Nguyên liệu chế tạo Nguyệt Ảnh Thạch	22	1	107	1	\image\item\huodong\xingxing.spr		32	Có thể gia công thành <color=yellow>Nguyệt Ảnh Thạch-Rương<color>		0	1	1	50000		0	1		stuffitem		1		
Đường cát	Hoạt động Tân Xuân 2012_Đường cát	22	1	108	1	\image\item\huodong\11_muomimian.spr		32	Nguyên liệu làm chè trôi nước. Dùng đường cát, mè đen, bột nếp, dùng kỹ năng sống <color=gold>gia công<color> sẽ làm thành những viên chè trôi nước.		0	0	30	10000		1	1		stuffitem		1		
Mè đen	Hoạt động Tân Xuân 2012_Mè đen	22	1	109	1	\image\item\huodong\11_heizhima.spr		32	Nguyên liệu làm chè trôi nước. Dùng đường cát, mè đen, bột nếp, dùng kỹ năng sống <color=gold>gia công<color> sẽ làm thành những viên chè trôi nước.		0	0	30	10000		1	1		stuffitem		1		
Bột nếp	Hoạt động Tân Xuân 2012_Bột nếp	22	1	110	1	\image\item\huodong\11_shatang.spr		32	Nguyên liệu làm chè trôi nước. Dùng đường cát, mè đen, bột nếp, dùng kỹ năng sống <color=gold>gia công<color> sẽ làm thành những viên chè trôi nước.		0	0	30	10000		1	1		stuffitem		1		
Chè trôi nước	Hoạt động Tân Xuân 2012_Chè trôi nước	22	1	111	1	\image\item\huodong\11_tangyuan.spr		32	Chuẩn bị xong chè trôi nước, có thể dùng kỹ năng sống <color=gold>chế tạo<color>, dùng để đãi tiệc chè trôi nước.		0	0	30	10000		1	1		stuffitem		1		
Mảnh Long Hồn Giám-Áo (Cấp 1)	Vị trí chiến trường Khắc Di Môn	22	1	112	1	\image\item\other\lifeskill\dsm_0_armor01.spr		32	Mảnh linh hồn binh khí thiên hạ, sau khi gia công nhận được <color=gold>Long Hồn Giám Khuyết-Áo (Cấp 1)<color>		0	0	100	50000		0	1		stuffitem		1		
Mảnh Long Hồn Giám-Áo (Cấp 2)	Vị trí chiến trường Khắc Di Môn	22	1	112	2	\image\item\other\lifeskill\dsm_0_armor02.spr		32	Mảnh linh hồn binh khí thiên hạ, sau khi gia công nhận được <color=gold>Long Hồn Giám Khuyết-Áo (Cấp 2)<color>		0	0	100	50000		0	1		stuffitem		1		
Mảnh Long Hồn Giám-Áo (Cấp 3)	Vị trí chiến trường Khắc Di Môn	22	1	112	3	\image\item\other\lifeskill\dsm_0_armor03.spr		32	Mảnh linh hồn binh khí thiên hạ, sau khi gia công nhận được <color=gold>Long Hồn Giám Khuyết-Áo (Cấp 3)<color>		0	0	100	50000		0	1		stuffitem		1		
Mảnh Long Hồn Giám-Nhẫn (Cấp 1)	Vị trí chiến trường Khắc Di Môn	22	1	113	1	\image\item\other\lifeskill\dsm_0_ring01.spr		32	Mảnh linh hồn binh khí thiên hạ, sau khi gia công nhận được <color=gold>Long Hồn Giám Khuyết-Nhẫn (Cấp 1)<color>		0	0	100	50000		0	1		stuffitem		1		
Mảnh Long Hồn Giám-Nhẫn (Cấp 2)	Vị trí chiến trường Khắc Di Môn	22	1	113	2	\image\item\other\lifeskill\dsm_0_ring02.spr		32	Mảnh linh hồn binh khí thiên hạ, sau khi gia công nhận được <color=gold>Long Hồn Giám Khuyết-Nhẫn (Cấp 2)<color>		0	0	100	50000		0	1		stuffitem		1		
Mảnh Long Hồn Giám-Nhẫn (Cấp 3)	Vị trí chiến trường Khắc Di Môn	22	1	113	3	\image\item\other\lifeskill\dsm_0_ring03.spr		32	Mảnh linh hồn binh khí thiên hạ, sau khi gia công nhận được <color=gold>Long Hồn Giám Khuyết-Nhẫn (Cấp 3)<color>		0	0	100	50000		0	1		stuffitem		1		
Mảnh Long Hồn Giám-Hộ Thân Phù (Cấp 1)	Vị trí chiến trường Khắc Di Môn	22	1	114	1	\image\item\other\lifeskill\dsm_0_amulet01.spr		32	Mảnh linh hồn binh khí thiên hạ, sau khi gia công nhận được<color=gold>Long Hồn Giám Khuyết-Hộ Thân Phù (Cấp 1)<color>		0	0	100	50000		0	1		stuffitem		1		
Mảnh Long Hồn Giám-Hộ Thân Phù (Cấp 2)	Vị trí chiến trường Khắc Di Môn	22	1	114	2	\image\item\other\lifeskill\dsm_0_amulet02.spr		32	Mảnh linh hồn binh khí thiên hạ, sau khi gia công nhận được<color=gold>Long Hồn Giám Khuyết-Hộ Thân Phù (Cấp 2)<color>		0	0	100	50000		0	1		stuffitem		1		
Mảnh Long Hồn Giám-Hộ Thân Phù (Cấp 3)	Vị trí chiến trường Khắc Di Môn	22	1	114	3	\image\item\other\lifeskill\dsm_0_amulet03.spr		32	Mảnh linh hồn binh khí thiên hạ, sau khi gia công nhận được<color=gold>Long Hồn Giám Khuyết-Hộ Thân Phù (Cấp 3)<color>		0	0	100	50000		0	1		stuffitem		1		
Long Hồn Giám Khuyết-Áo (Cấp 1)	Vị trí chiến trường Khắc Di Môn	22	1	115	1	\image\item\other\lifeskill\dsm_1_armor01.spr		32	Linh hồn binh khí thiên hạ không nguyên vẹn, sau khi chế tạo nhận được <color=gold>Long Hồn Giám-Áo (Cấp 1)<color>		0	0	100	50000		0	1		stuffitem		1		
Long Hồn Giám Khuyết-Áo (Cấp 2)	Vị trí chiến trường Khắc Di Môn	22	1	115	2	\image\item\other\lifeskill\dsm_1_armor02.spr		32	Linh hồn binh khí thiên hạ không nguyên vẹn, sau khi chế tạo nhận được <color=gold>Long Hồn Giám-Áo (Cấp 2)<color>		0	0	100	50000		0	1		stuffitem		1		
Long Hồn Giám Khuyết-Áo (Cấp 3)	Vị trí chiến trường Khắc Di Môn	22	1	115	3	\image\item\other\lifeskill\dsm_1_armor03.spr		32	Linh hồn binh khí thiên hạ không nguyên vẹn, sau khi chế tạo nhận được <color=gold>Long Hồn Giám-Áo (Cấp 3)<color>		0	0	100	50000		0	1		stuffitem		1		
Long Hồn Giám Khuyết-Nhẫn (Cấp 1)	Vị trí chiến trường Khắc Di Môn	22	1	116	1	\image\item\other\lifeskill\dsm_1_ring01.spr		32	Linh hồn binh khí thiên hạ không nguyên vẹn, sau khi chế tạo nhận được <color=gold>Long Hồn Giám-Nhẫn (Cấp 1)<color>		0	0	100	50000		0	1		stuffitem		1		
Long Hồn Giám Khuyết-Nhẫn (Cấp  2)	Vị trí chiến trường Khắc Di Môn	22	1	116	2	\image\item\other\lifeskill\dsm_1_ring02.spr		32	Linh hồn binh khí thiên hạ không nguyên vẹn, sau khi chế tạo nhận được <color=gold>Long Hồn Giám-Nhẫn (Cấp 2)<color>		0	0	100	50000		0	1		stuffitem		1		
Long Hồn Giám Khuyết-Nhẫn (Cấp  3)	Vị trí chiến trường Khắc Di Môn	22	1	116	3	\image\item\other\lifeskill\dsm_1_ring03.spr		32	Linh hồn binh khí thiên hạ không nguyên vẹn, sau khi chế tạo nhận được <color=gold>Long Hồn Giám-Nhẫn (Cấp 3)<color>		0	0	100	50000		0	1		stuffitem		1		
Long Hồn Giám Khuyết-Hộ Thân Phù (Cấp 1)	Vị trí chiến trường Khắc Di Môn	22	1	117	1	\image\item\other\lifeskill\dsm_1_amulet01.spr		32	Linh hồn binh khí thiên hạ không nguyên vẹn, sau khi chế tạo nhận được<color=gold>Long Hồn Giám-Hộ Thân Phù (Cấp 1)<color>		0	0	100	50000		0	1		stuffitem		1		
Long Hồn Giám Khuyết-Hộ Thân Phù (Cấp  2)	Vị trí chiến trường Khắc Di Môn	22	1	117	2	\image\item\other\lifeskill\dsm_1_amulet02.spr		32	Linh hồn binh khí thiên hạ không nguyên vẹn, sau khi chế tạo nhận được<color=gold>Long Hồn Giám-Hộ Thân Phù (Cấp 2)<color>		0	0	100	50000		0	1		stuffitem		1		
Long Hồn Giám Khuyết-Hộ Thân Phù (Cấp  3)	Vị trí chiến trường Khắc Di Môn	22	1	117	3	\image\item\other\lifeskill\dsm_1_amulet03.spr		32	Linh hồn binh khí thiên hạ không nguyên vẹn, sau khi chế tạo nhận được<color=gold>Long Hồn Giám-Hộ Thân Phù (Cấp 3)<color>		0	0	100	50000		0	1		stuffitem		1		
