Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	ResEffect	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	RideProp1Type	RideProp1PA1Min	RideProp1PA1Max	RideProp1PA2Min	RideProp1PA2Max	RideProp1PA3Min	RideProp1PA3Max	RideProp2Type	RideProp2PA1Min	RideProp2PA1Max	RideProp2PA2Min	RideProp2PA2Max	RideProp2PA3Min	RideProp2PA3Max	RideProp3Type	RideProp3PA1Min	RideProp3PA1Max	RideProp3PA2Min	RideProp3PA2Max	RideProp3PA3Min	RideProp3PA3Max	RideProp4Type	RideProp4PA1Min	RideProp4PA1Max	RideProp4PA2Min	RideProp4PA2Max	RideProp4PA3Min	RideProp4PA3Max	RideProp5Type	RideProp5PA1Min	RideProp5PA1Max	RideProp5PA2Min	RideProp5PA2Max	RideProp5PA3Min	RideProp5PA3Max	RideProp6Type	RideProp6PA1Min	RideProp6PA1Max	RideProp6PA2Min	RideProp6PA2Max	RideProp6PA3Min	RideProp6PA3Max	SkillID1	SkillID2	SkillID3	SkillID4	UnLockInterval
Trục Nhật-Anh hùng	Trục Nhật-Bang Chiến	1	1	12	20017	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Chiến mã hiếm dành cho anh hùng cao cấp trong bang chiến offline.		0	1	7200000			4		horse	24	24		damage_all_resist	70	70					skilldamageptrim	15	15																																																													5	60																																																											fastwalkrun_p	110	110	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	manamax_v	600	600	-1	-1	0	0	armordefense_v	160	160	-1	-1	0	0	allskill_v	1	1			1417	1417	staminamax_v	160	160	-1	-1	0	0					604800
Lăng Thiên-Anh hùng	Lăng Thiên-Bang Chiến	1	1	12	20018	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Chiến mã hiếm dành cho anh hùng cao cấp trong bang chiến offline.		0	1	7200000			4		horse	23	23		damage_all_resist	80	80					skilldamageptrim	15	15																																																													5	60																																																											fastwalkrun_p	110	110	-1	-1	0	0	lifemax_v	900	900	-1	-1	0	0	manamax_v	700	700	-1	-1	0	0	armordefense_v	180	180	-1	-1	0	0	allskill_v	1	1			1417	1417	staminamax_v	180	180	-1	-1	0	0					604800
Ức Vân-Anh hùng	Ức Vân-Bang Chiến	1	1	12	20019	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	Chiến mã hiếm trên đỉnh Côn Lôn dành cho anh hùng cao cấp trong bang chiến offline.		0	1	7200000			4		horse	26	26		damage_all_resist	90	90					skilldamageptrim	15	15					allskill_v	1	1	4	4																																																				5	60																																																											fastwalkrun_p	110	110	-1	-1	0	0	lifemax_v	900	900	-1	-1	0	0	manamax_v	700	700	-1	-1	0	0	armordefense_v	180	180	-1	-1	0	0	allskill_v	1	1			1417	1417	staminamax_v	180	180	-1	-1	0	0					604800
Thực Nhật Cuồng Sư	13 Môn Phái Tinh Anh Gia Tộc Chiến_VN	1	1	12	20020	4	\image\item\equip\horse\wangliang_s.spr	\image\item\equip\horse\wangliang.spr	32	Thú cưỡi uy lực vô song.		0	1	7200000			1		horse	43	43		damage_all_resist	60	60																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Kinh Huyền Sấm	Vua PK	1	1	12	20021	4	\image\item\equip\horse\horse018_s.spr	\image\item\equip\horse\horse018.spr	32	<color=gold>Thân choàng kim giáp, nhanh như sấm chớp, thẳng tiến không lùi.<color>		0	1	7200000			1		horse	52	52		damage_all_resist	60	60																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
DuDu Vui Vẻ	Hoạt động 201312 vn	1	1	12	20022	4	\image\item\equip\horse\lv_s.spr	\image\item\equip\horse\lv.spr	32	<color=gold>Triệu châu kiều thích tháp ấn tích, dao trì yến cổn loạn hoa bình.<color>		0	1	7200000			2		horse	49	49		damage_all_resist	60	60																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Ông Thỏ	Hoạt động 201312 vn	1	1	12	20023	4	\image\item\equip\horse\tuerye_s.spr	\image\item\equip\horse\tuerye.spr	32	Nhật nguyệt trải dài năm tháng trôi, tóc xanh còn mãi ước mơ thôi.		0	1	7200000			2		horse	50	50		damage_all_resist	60	60																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
DuDu Vui Vẻ	Hoạt động 201312 vn Hạn 7 ngày = VIP5	1	1	12	20024	4	\image\item\equip\horse\lv_s.spr	\image\item\equip\horse\lv.spr	32	<color=gold>Triệu châu kiều thích tháp ấn tích, dao trì yến cổn loạn hoa bình.<color>		0	1	7200000			1		horse	49	49		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Ông Thỏ	Hoạt động 201312 vn Hạn 7 ngày = VIP5	1	1	12	20025	4	\image\item\equip\horse\tuerye_s.spr	\image\item\equip\horse\tuerye.spr	32	Nhật nguyệt trải dài năm tháng trôi, tóc xanh còn mãi ước mơ thôi.		0	1	7200000			1		horse	50	50		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Sứ giả Truy Phong	Hoạt động 201312 vn Hạn 7 ngày = VIP5	1	1	12	20026	4	\image\item\equip\horse\lanqilin_s.spr	\image\item\equip\horse\lanqilin.spr	32	<color=gold>Lân là loài nhân từ, điềm lành của minh quân.<color>		0	1	7200000			2		horse	28	28		damage_all_resist	60	60																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Hỏa Kỳ Lân	Thú cưỡi VIP mức 3, VIP mức 4_2013-VN	1	1	12	20027	4	\image\item\equip\horse\huoqilin_s.spr	\image\item\equip\horse\huoqilin.spr	32	Thú cưỡi dành cho VIP_2013.		0	1	7200000			1		horse	29	29		damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Sứ giả Truy Phong	Thú cưỡi VIP mức 3, VIP mức 4_2013-VN	1	1	12	20028	4	\image\item\equip\horse\lanqilin_s.spr	\image\item\equip\horse\lanqilin.spr	32	Thú cưỡi dành cho VIP_2013.		0	1	7200000			1		horse	28	28		damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Sứ giả Truy Phong	Thú cưỡi VIP mức 5, VIP mức 6_2013-VN	1	1	12	20029	4	\image\item\equip\horse\lanqilin_s.spr	\image\item\equip\horse\lanqilin.spr	32	Thú cưỡi dành cho VIP_2013.		0	1	7200000			1		horse	28	28		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0																			
Tuyệt Thế Tuyết Vũ	Thú cưỡi VIP mức 5, VIP mức 6_2013-VN	1	1	12	20030	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	Thú cưỡi dành cho VIP_2013.		0	1	7200000			1		horse	40	40		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0																			
Tuyết Vũ Thiên Hương	Thú cưỡi VIP mức 7_2013-VN	1	1	12	20031	4	\image\item\equip\horse\viphuli02_s.spr	\image\item\equip\horse\viphuli02.spr	32	Hồ ly thần, mang theo luồng khí tức bí ẩn, là thú cưỡi dành cho Duy Ngã Độc Tôn VIP 2013.		0	1	7200000			1		horse	47	47		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0		manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Tự Quỳ	Thú cưỡi VIP mức 7_2013-VN	1	1	12	20032	4	\image\item\equip\horse\sikui_s.spr	\image\item\equip\horse\sikui.spr	32	Nhanh như sấm chớp cuồng phong. Thú cưỡi dành cho Cửu Ngũ Chí Tôn VIP 2013.		0	1	7200000			1		horse	44	44		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Mị Vũ Thiên Hương	Thú cưỡi VIP mức 8_2013-VN	1	1	12	20033	4	\image\item\equip\horse\viphuli01_s.spr	\image\item\equip\horse\viphuli01.spr	32	Hồ ly thần, mang theo luồng khí tức bí ẩn, là thú cưỡi dành cho Cửu Ngũ Chí Tôn VIP 2013.		0	1	7200000			1		horse	48	48		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Kim Tượng Thái Đạt	Thú cưỡi VIP mức 8_2013-VN	1	1	12	20034	4	\image\item\equip\horse\daxiang_s.spr	\image\item\equip\horse\daxiang.spr	32	<color=gold>Muốn biết trọng lượng của ta thì cần phải có một con thuyền chắc chắn.<color><enter>Nhận <color=yellow>Di Hình Hoán Ảnh<color>, giúp Vô Hạn Truyền Tống Phù đến nhiều nơi hơn. Thú cưỡi dành cho Cửu Ngũ Chí Tôn VIP 2013.		0	1	7200000			2		horse	51	51		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Ngọn Lửa Ánh Sáng	VIP2 năm 2013	1	1	12	20035	4	\image\item\equip\horse\qiongqi_s.spr	\image\item\equip\horse\qiongqi.spr	32	Đạm chúng ác, cầm thương sinh, thiện hồ, ác hồ, ngô tự ủng nhân quả.		0	1	7200000			1		horse	56	56		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Sứ giả Truy Phong	VIP4 2014-VN	1	1	12	20036	4	\image\item\equip\horse\lanqilin_s.spr	\image\item\equip\horse\lanqilin.spr	32	Lân là loài nhân từ, điềm lành của minh quân.<enter><color=gold>Thú cưỡi VIP 2014<color>		0	1	7200000			4		horse	28	28		damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyết Vũ Thiên Hương	VIP5 2014-VN	1	1	12	20037	4	\image\item\equip\horse\viphuli02_s.spr	\image\item\equip\horse\viphuli02.spr	32	Hồ ly thần, mang theo luồng khí tức bí ẩn.<enter><color=gold>Thú cưỡi VIP 2014<color>		0	1	7200000			4		horse	47	47		damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0		staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Tuyệt Thế Tuyết Vũ	VIP6 2014-VN	1	1	12	20038	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	Ngựa trắng cao quý, hiếm có trên thế gian.<enter><color=gold>Thú cưỡi VIP 2014<color>		0	1	7200000			4		horse	40	40		damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Ức Vân	VIP7 2014-VN	1	1	12	20039	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	Quân như tiểu dạ y hy hầu, hoa nhan túy duyệt nhược tam thu.<enter><color=gold>Thú cưỡi VIP 2014<color>		0	1	7200000			4		horse	26	26		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Tuyệt Thế Hỏa Vũ	VIP 8 2014-VN	1	1	12	20040	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	Ngựa trắng cao quý, hiếm có trên thế gian.<enter><color=gold>Thú cưỡi VIP 2014<color>		0	1	7200000			4		horse	40	40	1	damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Mị Vũ Thiên Hương-Linh	VIP 9 2014-VN	1	1	12	20041	4	\image\item\equip\horse\viphuli01_s1.spr	\image\item\equip\horse\viphuli01_1.spr	32	Y duệ phiêu hề khuynh thành, linh chi lai hề như vân.<enter><color=gold>Thú cưỡi VIP 2014<color>		0	1	7200000			4		horse	48	48	2	damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Ngạo Ngô Hiên Viên	VIP10 2014-VN	1	1	12	20042	4	\image\item\equip\horse\jianshima_s.spr	\image\item\equip\horse\jianshima.spr	32	Độc cô vong khước, thiên hạ vô ngã, cao xứ thắng hàn, đỉnh phong hữu nhĩ.<enter><color=gold>Thú cưỡi VIP 2014<color>		0	1	7200000			4		horse	54	54		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Nụ Hôn Hắc Ám	VIP11 2014-VN	1	1	12	20043	4	\image\item\equip\horse\heianzhiwen_s.spr	\image\item\equip\horse\heianzhiwen.spr	32	Không thể nắm bắt, cũng không vĩnh hằng, nhưng lại khiến người ta mê hoặc.<enter><color=gold>Thú cưỡi VIP 2014<color>		0	1	7200000			4		horse	55	55		damage_all_resist	80	80					allskill_v	1	1	4	4			skilldamageptrim	15	15																																																						5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Tự Quỳ	Thú cưỡi Chiến Trường Viễn Chinh	1	1	12	20044	4	\image\item\equip\horse\sikui_s.spr	\image\item\equip\horse\sikui.spr	32	Sáng tựa nhật nguyệt tiếng tựa sấm.		0	1	7200000			2		horse	44	44		damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Hồng Long Xích Diệm	Thú cưỡi bang chiến 2015	1	1	12	20045	4	\image\item\equip\horse\honglongchiyan_s.spr	\image\item\equip\horse\honglongchiyan.spr	32	Thần mã dành riêng cho bang hội vô song, tiến hóa Xích Dạ Thiên Tường sẽ nhận được		0	1	7200000			4		horse	39	39	1	damage_all_resist	150	150					allskill_v	2	2	6	6			skillselfdamagetrim	25	25																																																						5	50																																																											fastwalkrun_p	120	120	-1	-1	0	0	lifemax_v	2500	2500	-1	-1	0	0	armordefense_v	250	250	-1	-1	0	0	manamax_v	1000	1000	-1	-1	0	0	allskill_v	1	1			1417	1417	staminamax_v	200	200	-1	-1	0	0					604800
Ngọn Lửa Ánh Sáng	Thú cưỡi chiến trường viễn chinh cao cấp	1	1	12	20046	4	\image\item\equip\horse\qiongqi_s.spr	\image\item\equip\horse\qiongqi.spr	32	Đạm chúng ác, cầm thương sinh, thiện hồ, ác hồ, ngô tự ủng nhân quả.		0	1	7200000			2		horse	56	56		damage_all_resist	70	70					allskill_v	1	1	4	4																																																											5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	manamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Hắc Diện Lang Quân	KE_2016_03	1	1	12	20047	4	\image\item\equip\horse\wangliang_s.spr	\image\item\equip\horse\wangliang.spr	32	Mạc tri sở do sinh, kỳ hành điên điên, kỳ thị minh minh.		0	1	7200000			2		horse	43	43		damage_all_resist	100	100					allskill_v	1	1	6	6																																																											5	120																																																											fastwalkrun_p	120	120	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	armordefense_v	500	500	-1	-1	0	0	manamax_v	1000	1000	-1	-1	0	0	allskill_v	1	1			1417	1417	staminamax_v	500	500	-1	-1	0	0					
Tuyết Vũ Thiên Hương-Lam	Phần thưởng Bảng Hoa Tươi	1	1	12	20048	4	\image\item\equip\horse\viphuli01_s1.spr	\image\item\equip\horse\viphuli01_1.spr	32	Tuyết đêm nhiễm sương hoa, mây nước mờ nhân ảnh		0	1	7200000			4		horse	48	48	2	damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0						1417	1417												
Tái Thái Tuế	Thú Cưỡi Hoàng Thành Chủ	1	1	12	20049	4	\image\item\equip\horse\saitaisui_s.spr	\image\item\equip\horse\saitaisui.spr	32	Lông tu dài mọc khắp cơ thể.<Enter>Mắt sắc như dao, cầm chày diệt ma.<Enter><Enter><Color=Gold>Thú cưỡi Hoàng Thành Chủ.<Color>		0	1	7200000			3		horse	64	64	1	damage_all_resist	80	80					allskill_v	1	1	4	4																																																											5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	650	650	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Ưng Phi	Thú cưỡi bang hội chiến 2018	1	1	12	20050	4	\image\item\equip\horse\vipma_hong_s.spr	\image\item\equip\horse\vipma_hong.spr	32	Thần mã bang hội, sức mạnh vô song.		0	1	7200000			4		horse	68	68	1	damage_all_resist	200	200					allskill_v	2	2	6	6			skilldamageptrim	25	25					skillselfdamagetrim	25	25					redeivedamage_dec_p	5	5																																								5	100																																																											fastwalkrun_p	120	120	-1	-1	0	0	lifemax_v	3000	3000	-1	-1	0	0	armordefense_v	250	250	-1	-1	0	0	manamax_v	1000	1000	-1	-1	0	0	allskill_v	1	1			1417	1417	staminamax_v	200	200	-1	-1	0	0					604800
Yên Hoa	Thú cưỡi bang hội chiến 2018	1	1	12	20051	4	\image\item\equip\horse\vipma_lv_s.spr	\image\item\equip\horse\vipma_lv.spr	32	Thần mã bang hội, sức mạnh vô song.		0	1	7200000			4		horse	70	70	1	damage_all_resist	200	200					allskill_v	2	2	6	6			skilldamageptrim	25	25					skillselfdamagetrim	25	25					redeivedamage_dec_p	5	5																																								5	100																																																											fastwalkrun_p	120	120	-1	-1	0	0	lifemax_v	3000	3000	-1	-1	0	0	armordefense_v	250	250	-1	-1	0	0	manamax_v	1000	1000	-1	-1	0	0	allskill_v	1	1			1417	1417	staminamax_v	200	200	-1	-1	0	0					604800
Ngạo Thế Thiết Kỵ	Tiệm (Xu Cổ)	1	1	12	20052	10	\image\item\equip\horse\jianshima_s.spr	\image\item\equip\horse\jianshima.spr	32	Một mình lãng quên, thiên hạ không có ta. Đỉnh cao không sợ lạnh, vì đã có tri kỷ.		0	1	7200000			4		horse	54	54		damage_all_resist	100	100					allskill_v	1	1	4	4			skilldamageptrim	20	20					redeivedamage_dec_p	5	5																																															5	120																																																											fastwalkrun_p	120	120	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_v	500	500	-1	-1	0	0	staminamax_v	250	250	-1	-1	0	0	allskill_v	1	1			1417	1417												
Mạch Thượng Phi Sương	Dai phu ho	1	1	12	20053	10	\image\item\equip\horse\vipyang02_s.spr	\image\item\equip\horse\vipyang02.spr	32	<color=pink>Loại Linh Dương quý hiếm, di chuyển ngàn dặm.<color>		0	1	100000000			2		horse	46	46		damage_all_resist	150	200					allskill_v	1	1	1	1			lifemax_v	1600	2000					allskill_v	1	1	4	4			castspeed_v	5	5	-1	-1	0	0	attackspeed_v	5	5	-1	-1	0	0	expenhance_p	30	50	-1	-1	0	0																						5	100																																																											fastwalkrun_p	120	120	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Xích Dạ Thiên Tường	tan thu	1	1	12	1	10	\image\item\equip\horse\horse017_s.spr	\image\item\equip\horse\horse017.spr	32	Là 1 loài ngựa mồ hôi đỏ như máu		0	1	7200000			2		horse	39	39		damage_all_resist	50	50					lifemax_v	500	500																																																													5	50																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	200	200	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	100	100	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Lăng Thiên	KTC	1	1	12	2	10	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Thú cưỡi hiếm có.Phẩm chất tốt xứng đáng với anh hùng hảo hán giang hồ		0	1	7200000			2		horse	23	23		damage_all_resist	50	50					lifemax_v	500	500					expenhance_p	60	60	-1	-1	0	0																																																		5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Kim Mao Sư Tử	Kim Mao	1	1	12	3	10	\image\item\equip\horse\huangshizi_s.spr	\image\item\equip\horse\huangshizi.spr	32	Dũng mãnh siêu phàm, người được sở hữu thì thật may mắn.		0	1	7200000			2		horse	38	38		damage_all_resist	70	100					lifemax_v	600	1000					castspeed_v	3	5	-1	-1	0	0	allskill_v	1	1	4	4			expenhance_p	30	40	-1	-1	0	0																																				5	110																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
