Id	Map	ClassName	MapId	Msg	Option1	Option2	Option3	Option4	Option5	Option6	Option7	Option8	Option9	Option10	Option11	Option12
414		kongqinghe		Người trong giang hồ đều gọi Ngũ Độc là tà giáo, gặp đệ tử của Ngũ Độc thì khiếp đảm như gặp phải hổ beo. Chúng ta có thực sự đáng sợ như thế không, chính và tà là do ai quyết định?												
415		wanxiang		Nhà ngươi rất giống một người bằng hữu của ta, ngươi có huynh đệ hay tỉ muội gì không?												
416		tangbuxian		Mỗi một thành thị đều có những nét riêng khiến người ta ghi nhớ, rất khó để có thể chọn ra cái mà ta thích nhất, nếu ngươi nhất định muốn ta phải nói thì đó chính là Lâm An Thành. Ta sẽ mãi mãi ghi nhớ những kí ức về nơi đó!												
417		niewencheng		Kiếm Môn Quan là biên giới giữa Đại Tống và Tây Hạ, là mảnh đất mà binh gia phải tranh giành cho bằng được. Ta cố gắng hết sức, các binh sĩ Tây Hạ cũng đâu phải là ăn chay đâu!												
418		xulaobo		Từ khi có món hoả dược này, ta mới tiếp xúc với nó, vật này giống như đứa trẻ vậy, phải chiều theo ý nó, nếu nó nổi giận thì nguy to!												
419		xiaomage		Mẹ ta nói tết này phải dẫn về một cô gái, vậy là có ý gì?												
420		zhongxiang		Lần trước bình rượu Tì Công mà ta đem về, chỉ mới nếm được vài ngụm đã phải đưa cho dân làng trị vết thương, nhớ mùi vị ngọt thanh của nó quá!												
421		sanshugong		Gà con lớn lên sẽ thành ngỗng; ngỗng lớn lên thành dê; dê lớn lên thành trâu; đến khi trâu lớn lên sẽ trở thành đại hiệp người người phải kính trọng!												
422		xuliang		Từ giờ chúng ta là bằng hữu, đây là sự thật bất biến, thời gian trôi qua, ta không biết ngươi có lưu giữ phút giây này không, những ta sẽ luôn ghi nhớ.												
423		simaqianqian		Ý trung nhân của ta là anh hùng cái thế, sẽ có ngày chàng cưỡi trên bạch mã oai phong lẫm liệt đến hỏi cưới ta!												
424		qingyilaoren		Đời người đáng tiếc nhất là dễ dàng vứt bỏ những thứ không nên vứt bỏ, cố chấp kiên trì những thứ không nên kiên trì…… 												
425		erya		Lần trước vị hiệp khách Võ Đang giúp ta đánh đuổi bọn người xấu để quên chiếc túi ở chỗ ta, ta phải đến núi Võ Đang trả lại!												
426		lailitou		Mái tóc dài bay trong gió là mơ ước của ta, sân sau nhà ta trồng đầy mè đen, đều dùng để gội đầu đấy!												
427		matiejiang		Nghề rèn là chuyện nhỏ, nhưng ngươi đã nghe qua câu chuyện này chưa. 1 thợ rèn vì làm móng sắt không tốt, khi ra trận, ngựa đã bị ngã, làm mất đi vị tướng quân, mất tướng quân làm thua cả trận chiến và làm tiêu vong cả 1 quốc gia...ngươi còn xem nhẹ nghề rèn nữa chăng?												
428		sanpangzi		Ngày trước tiêu diêu tự tại, nay cục diện ngày càng khẩn trương, ta thật mệt mỏi!												
429		wusao		Con đi ngàn dặm mẹ lo âu, đứa con trai lớn của ta bị bắt đi tòng quân đã hơn nửa năm, không biết nó khoẻ không!												
430		wulaosi		Uống với ta nhé bằng hữu? Rượu càng uống càng ấm, nước càng uống càng lạnh! Bỏ đi bỏ đi, vẻ mặt ưu phiền này!												
431		mashi		Ta là thần quân Khiết Man tộc, tức là Tế Tự, sau tết đoan ngọ hằng năm, thần quân Khiết Man tộc ta đều cử hành lễ vạn nhân tế tổ. Nhưng hậu sinh bây giờ càng ngày càng không giữ gìn khuôn phép tổ tiên.												
432		beiqindecike		Thân đã bị bắt, muốn chém muốn giết cứ việc! Tin tức các ngươi muốn ta đã khai, nếu có đánh chết ta, ta cũng không nói! 												
433		xiemanting		Duyên phận khó lường, chàng và thiếp đều không biết 1 giây sau đó mình sẽ ở phương trời nào, nên hãy nắm bắt ngay bây giờ!												
434		muluoshan		Không giết dù chỉ 1 con kiến, không bẻ dù chỉ 1 cành hoa, người như vậy thế gian quả thật không có, ít nhất cũng phạm sai lầm nhỏ nào chứ?												
435		fangzhongsheng		Tân binh nhập doanh phải có thể phách cường tráng, sau đó phải học binh pháp "36 kế", những kẻ qua cuộc sát hạch sẽ được giao chức vụ.												
436		biquan		Đây là những vật tư cung cấp lúc nguy cấp, ta và các bậc tướng quân khác phải cùng chung ăn ở, kẻ nào ích kỷ hưởng lạc một mình sẽ trị theo quân pháp!												
437		dubin		Mấy ngày nay ôn luyện binh pháp cổ, nhận ra trong 36 binh pháp sổ trung hữu thuật, thuật trung hữu số. Âm dương điều lý, cơ tại kì trung. Cơ bất khả thiết, thiết tắc bất trung.												
438		qiudashi		Khách đến đây hành hương thường xuyên, họ hoặc là người có ước nguyện tốt đẹp, hoặc là người có tội, nhưng dù sao đều là người có tình, ngươi cũng thắp nến nhang đi! 												
439		leilaojiu		Trong đòn gánh ta có quả mật đào và dưa gang, hãy mang theo dùng trên đường đi!												
440		qintianjian		Nếu làm thương hại quân địch đều tính là có tội, hãy tẩy trừ các tội ác trên thế gian rồi hãy chịu trừng phạt của Phật tổ!												
441		lixueshi		Học mà không suy nghĩ sẽ bị kiến thức che mắt, suy nghĩ mà không học thì càng nguy hiểm.												
442		xingjiaoshang		Chiếc giày êm ái là nhờ phu nhân ta may từng đường kim mũi chỉ, việc buôn bán của ta đều nhờ cả vào đôi bàn chân này.												
443		luocheng		Tương phùng ắt là duyên phận, song vẫn phải biệt ly.												
444		wuxin		Ta tên Ngô Tín, ta tuyệt không phải người phi ngôn, vô tín. Ngươi giao việc gì, ta sẽ dốc toàn lực.												
445		wude		Nếu như ta là phú ông, ta ắt hẳn sẽ chia tiền tài cho dân nghèo, đáng tiếc ta không phải, ta chỉ có thể lo phần của ta mà thôi!												
446		xueyue		Haha, hào kiệt tái sinh….Ta từ nhỏ có được chân truyền của Tàng Cung đại sư, muốn xem thử bách bộ xuyên trận là như thế nào không?												
447		nangongzhixiang		Ta vốn là chức quan nhỏ, đến đây để hoàn thành 1 số nhiệm vụ đặc biệt, tất cả mọi sinh hoạt đều 1 tay ta lo liệu.												
448		wucai		Huynh đệ ta - Ngô Tín cũng trong quân doanh, nếu gặp cho ta gửi lời hỏi thăm! Huynh đệ cùng trong quân trại nhưng chưa 1 lần thăm viếng, thật là áy náy!												
449		liuzheng		Giang hồ nhi nữ, lấy nghĩa làm đầu, nhưng vì hay tính toán so đo ân oán cá nhân nên đánh mất những thứ còn quý báu hơn!												
450		zhaochun		Thiên hạ thái bình, an cư lạc nghiệp, không phải ta, ngươi đứng đây nói mà thành!												
451		wushi		Quả thật tri giả bất hoặc, nhân giả bất ưu, dũng giả bất cụ, người trẻ tuổi, ta đã thấy được hy vọng của Đại Tống trong mắt ngươi!												
452		lishi		Hiện giờ tình hình trong triều loạn lạc, ta tuy ngày ngày áo gấm lụa là, cao lương mỹ vị nhưng tuyệt không ngon miệng! Phải chi tìm được thanh niên ưu tú như ngươi, giúp triều đình vượt qua khó khăn này! 												
453		dachen		Nguyện thiên hựu ngã triều, tuế tuế hưng long, vạn thọ vô cương!												
454		lihouxinfu		Là 1 cao thủ, ta đã quen cô độc….												
455		xiangsao		Đột nhiên trong thôn có rất nhiều quân lính, đã xảy ra chuyện gì? Thêm 1 việc không bằng bớt đi 1 việc, làm không tốt sẽ chuốt họa vào thân!												
456		quanshu		Nghe nói có mệnh quan triều đình bị truy sát chạy đến thôn ta, hy vọng không có tai vạ gì xảy ra!												
457		xiaobai		Tuổi tác này, không dễ dàng gì, nhưng phải ra làm tí việc!												
458		yunxiaodao1		Hắc Tử là người thân duy nhất của ta, lúc ta bận làm nhiệm vụ, nó còn giúp ta chăm sóc con Lạp Ưng! Nhiều lúc động vật còn có thể tin cậy hơn người nữa!												
459		afu		Ngươi là ai? Sao lại đơn thương độc mã ra vào, rất nguy hiểm, thương sĩ và đao binh của Ngô gia đều rất thô bạo, tốt nhất đừng trêu chọc họ.												
460		guzhiyuan		Quyền, sau đó và nặng nhẹ; Độ, sau đó biết ngắn dài. Lưu lạc giang hồ không chỉ dựa vào chữ "Dũng"!												
461		chajiangjun		Đại Kim và Nam Tống đã chiến đấu bao nhiêu trận rồi? Mẫu thân ta là người Nam Tống. Thế hóa ra ta giết người của mình? Mẫu thân nơi chính suối sẽ thất vọng về ta….												
462		lanteshi		Triều đình gần đây treo thông báo giải thưởng, nếu ai có thể vì triều đình cống hiến sức lực, nhất định sẽ có trọng thưởng.												
463		huyingbing		Ta phụng mệnh bảo vệ đại quan, những người không phận sự hãy mau rời khỏi!												
464		xiaohe		Lời thề son sắc vững chắc đến đâu? Những người từng nói không bao giờ phân ly, giờ đã tan tác chân trời nào…..												
465		housan		Mùa hè khắc nghiệt, lúc nghèo thì cả đất cũng không có mà cạp ăn…..												
466		lubing		Nghe nói các môn phái chỉ vì 1 mảnh bảo ngọc mà tranh đấu, có bảo ngọc sẽ có thể hô phong hóan vũ, điên đảo càng khôn, có đúng vậy không?												
467		mabutou		Gần đây triều đình phái quân chi viện đến chỗ chúng ta để đàn áp dân lành và người thợ mỏ nhưng hiệu quả không lớn.												
468		wuxiqinbing		Bảo vệ tướng quân là trách nhiệm của chúng ta, phải hoàn thành trọng trách!												
469		qianshifeibing		Dân chúng mắng chúng ta là thổ phỉ cường đạo, chẳng phải là cũng do cuộc sống ép buột.												
470		jiaojiao		Ta đã 17 tuổi, biết là mình xinh đẹp, chỉ sợ có bụng. 												
471		wudangdizi		Nhiều năm qua, ta ngày ngày khổ luyện, mỗi một chiêu thức đều thuộc nằm lòng, nhưng sao vẫn chưa thành cao thủ? 												
472		wudangdizixiaoyin		Kiếm pháp Võ Đang thật tinh thâm, ta đã luyện cả mấy năm ròng những võ công vẫn bình bình, xem ra chưa thật thấu hiểu. 												
473		shaolindizichengzhi		Học Phật là học cho tâm hồn thanh thản, chứ không phải học cho người khác xem.												
474		shaolindizichengye		Khuyết điểm của chúng ta còn nhiều, một ngày nào đó ngươi sẽ hiểu.												
475		shaolindizi		Chuyện thế tục đệ tử Võ Lâm ta không màng đến, nhưng chuyện tồn vong của nước nhà, ta sẽ làm hết sức mình.												
476		wududizi		Mỗi kỳ chủ của Ngũ Độc Giáo đều có trách nhiệm riêng của mình, chuyện hệ trọng mới được thông báo!												
477		beifanglaike		Bách hoa trận rất huyền diệu, đấy là trận pháp linh khí.												
478		tianrenjiaodizi		Thần tượng của ta là giáo chủ Hoàn Nhan Tương, đó mới là người đàn ông tuyệt vời!												
479		tianwangzhenleidizi		Luyện tập cơ bắp, phòng khi bị đòn!												
480		sixinyandegongjiang		Gần đây tâm trạng buồn bực, làm việc không thể tập trung, còn ngươi lại là chuyện chi?												
481		cailaotoudetudi		Sư phụ lần này chủ yếu dẫn ta đi mở mang tầm mắt tiện thể làm quen với quản sự của các đại ban phái.												
482		xiaotian		Nghe nói có môn phái tên Võ Đang, ta lên núi bái sư học đạo, ngươi có thể giúp chứ?												
483		xiaotianfuqin		Có đứa bé không nghe dạy bảo, đòi đi học võ, đâu biết rằng giang hồ hiểm ác, ta chỉ mong nó bình yên.												
484		jinguoxiaoweiqiming		Các tướng sĩ của Đại Kim ta, họ luôn miệng giành lại Bắc Tống đang dần hưng thịnh dưới sự thống trị của chúng ta.												
485		heiqiguafu		Nam nhi, không ai ngoại lệ. Dù đối sử tốt với ngươi, nhưng đừng bao giờ bị mê hoặc, không chừng hắn đã yêu người khác rồi.												
486		huashi		Giang sơn như tranh! Chẳng lẽ 10 năm sau chỉ tìm thấy được trên tranh vẽ! Không biết bức tranh của ta có thức tỉnh được mọi người hay không?												
487		cuiyandiziyuzhu		Võ lâm cao thủ thiên hạ muốn giành các chị em trong Thúy Yên môn.												
488		cuiyandizishazhi		Bất luận là ai, đều có thể tìm được tình yêu chân thật, chỉ cần ngươi không né tránh!												
489		wugushanmin		Ta…...ta bị oan!												
490		cuiyandizixiaoyun		Các chị em Thúy Yên môn đẹp như tiên, nhưng muốn cưới được họ phải trải qua nhiều thử thách.												
491		tianwangdizijintao		Môn phái không là tất cả, đối với những bất đồng, chúng ta không thể phán xét.												
492		gaibangdizihuofeng		Oanh oanh liệt liệt, cả đời cống hiến, đó là tâm nguyện của đệ tử Cái Bang ta.												
493		kunlunpaidizi		Vị thiếu hiệp này, sắc mặt hơi vàng, là kết quả của cuộc hành trình gian nan, ta có 1 bình thuốc bôi làm từ nhuỵ hoa tuyết liên ở thiên sơn Côn Luân, nhưng ta chưa thể cho ngươi.												
494		zhaoshan		Gần đây ta thường ngước mặt lên trời hỏi - Ai sẽ nuôi ta?												
495		xiangshi		Đời người ngắn ngủi, năm tháng không nhiều, sinh ly tử biệt, là đạo thường tình!												
496		xiangling		Tích đức không ai thấy, nhưng ắt trời sẽ biết.												
497		ximo		Người tu hành: thấy như không thấy, nghe như không nghe, ăn không biết no, thế gọi là tu thân.												
498		jiannu		20 năm nay, cuộc sống bình yên. Từ nay, thanh kiếm của ta sẽ nhuốm máu quân thù! 												
499		tangjia		Mấy ngày rồi không gặp em gái Đường Nhã của ta, không biết sống ra sao, nếu ngươi gặp hãy chuyển lời bình yên cho cô ấy. 												
500		saodilaodao		Quét đất, không dễ dàng như trong tưởng tượng của ngươi đâu!												
501		huangfubin		Dân vi quý, xã tắc thứ chi, quân vi khinh, đạo lý này ai cũng hiểu, nhưng chỉ khi thất bại mới nhớ ra. 												
502		shiweiliuwu		Tính ta nóng tính, nhưng không muốn thay đổi, nếu gặp chuyện không vui mà không thể trút ra thì thật uất ức!												
503		wuyi		Ngủ cũng là 1 nghệ thuật, không ai có thể cản bước chân nghệ thuật của ta.												
504		qintao		Khi ta còn nhỏ hay tự hỏi: ta tại sao là ta? Mà không phải là ngươi, tại sao ở đây mà không ở kia?												
505		bizaiyu		Ta đã vứt bỏ quá nhiều thứ không thể vứt bỏ…..												
506		meihuadaoshouling		Tuy ta là thổ phỉ bị người đời khinh bỉ, nhưng lương tâm ta không mất đi, bao năm nay ta cướp của người giàu chia cho người nghèo!												
507		meihuadao		Lương tâm….là gì? Ta sớm đã không còn, ngươi còn à?												
508		xinqiji		Tìm kiếm muôn dặm mà không thấy, không ngờ lại ở trong thành.												
509		luyou		Kẻ sĩ nhàn cư dưới chân núi Tam Sơn, quần áo chỉnh tề. Ngủ trong men say, gió thổi cánh hoa bay.												
510		zhuxi		Thắng nhật tàm phương tứ thủy binh, vô biên quang cảnh nhất thời tân. Đẳng nhàn thích đắc xuân phong diện, vạn tử thiên hồng tổng thị xuân.												
511		douhao		Trong triều mê muội, các khoa thi hỗn loạn, khiến mọi người lo âu! 												
512		shutong		Biết là biết, không biết là không biết, đó là khôn ngoan.												
513		shangduishouling		Ngươi bây giờ là bằng hữu ta, nếu ai bắt nạt ngươi hãy nói tên ta là nha sai vô địch!												
514		shangduifushouling		Huynh đệ ta buồn bực trong lòng, chừng nào có thể uống rượu ăn uống thỏai mái đây!												
515		jinguoshijie		Không biết hoa lê tại quê nhà đã nở chưa.												
516		wangxiaoqi		Đừng coi thường tên ta! Ta có chí lớn, hợp tác với 6 vị ca ca bên kia mở trà lầu! Nhưng trước mắt đang thiếu tiền…												
517		dasongxizuo		Làm người phải giả câm giả điếc thì cuộc sống mới ung dung.												
518		dadarenshizhe		Nghe nói ngươi là người hiệp sĩ nổi tiếng trong giang hồ, hóan giải được nhiều vụ xung đột, nếu muốn ta giới thiệu ngươi cho chủ ta!												
519		jianghongling		Bây giờ ngươi là người của ta, nếu có ai đến bắt nạt, hãy nói tên ta là Giang Hồng Linh.												
520		xixiajiangling		Ở chỗ này, bánh bao cũng không có mà ăn, làm bực cả mình, huynh đệ ta có thể tử trận trên chiến trường nhưng không thể chết vì đói.												
521		huyanli		Ta họ Hô! Sao lại chưa nghe họ này, theo như ông tổ nói là họ của đế vương thời đại Vũ.												
522		xixiaqiaofu		Ta làm tiều phu đã 30 năm, bả vai cứng như thép, chỗ nào đánh giặc, hãy báo ta 1 tiếng, không cần mặc áo giáp đâu!												
523		xixiacungu		Tôi còn chút ít bánh ngô và cải muối, ngươi muốn mang theo lót dạ trên đường không? Không mắc, chỉ 10 lượng bạc 1 cái!												
524		xixiamafan		Ngựa ta không giống như ngựa trung nguyên, chịu đói, chịu mệt, chịu khát, ta nói đúng không? Ngươi chọn 1 con thì biết!												
525		jianchashi		Tai mắt quan sát mọi phía, đây là yêu cầu cơ bản của giám sát sứ. Ngươi cho rằng ta đứng thừng người ra, nhưng thật chất ta đang suy nghĩ!												
526		cuixiazi		Chỉ cần nói chuyện vài câu ta có thể hiểu được phần nào tính cách của ngươi, ngươi là ngươi tốt!												
527		daoshixuanhe		Quốc gia láng giềng rất gần, có thể nhìn thấy nhau, có thể nghe tiếng gà chó kêu của nhau, nhưng đến lúc chết, nhân dân cũng không thể gặp nhau.												
528		caiyuanding		Thanh kiếm này đã theo ta 30 năm, chứng kiến cùng ta những chuyện nực cười của nhân gian, nhưng nay ta đã gác kiếm, cũng nên nghỉ ngơi thôi!												
529		shenmishusheng		Văn hóa Đại Tống thật tinh thâm, ngươi đến đây mượn sách chăng?												
530		yulinxiaowei		Hải nạp bách xuyên, hữu dung nãi đại. Bích lập Thiên Nhẫn, vô dục tắc cương!												
531		pengguinian		Ta tuy làm chức cao, thật chất ta có rất nhiều truyện kể cho các cháu ta nghe, có phải ta rất hiền không?												
532		pengfujiading		Gần đây bận đến không kịp thở, bởi lão gia sắp tổ chức lễ mừng thọ, tuy lão gia căn dặn 1 số việc, nhưng phu nhân ta hay thờ ơ!												
533		weizhuangjiading		Thật thật giả giả, giả giả thật thật, nếu như ta là thật thì kết quả sẽ ra sao?												
534		wulingshanqiaofu		Là một người tiều phu, ta phải cố làm tròn bổn phận để trở thành một người tiều phu tài năng.												
535		shenfumitan		Ta thích màu đen vì màu đen có thể giúp người ta trốn tránh.												
536		zhenzhengdemitan		Thời gian nghỉ ngơi của ta không giống người bình thường, đêm tối, trong đêm tối người ta mới bộc lộ mặt yếu đuối nhất.												
537		shenfujiading		Số hiệu của ta là 008, chủ nhân trước đây của số hiệu này là một viên quan nhỏ trong Hoàng Cung, đây quả là một điềm báo tốt!												
538		mishishouwei		Không ai biết đến ta, cả ngày ta phải làm bạn với bóng tối, thấy được một cái bóng nhỏ cũng là một điều lớn lao xa vời. Hy vọng những gì ta đã bỏ ra thật xứng đáng.												
539		zhaofudementong		Hôm nay tâm trạng của ta không được tốt lắm, nhìn thấy người tuấn tú khôi ngô ta sẽ vui hơn, ngươi có thể cười với ta không?												
540		liguan		Phi lễ vật thị, phi lễ vật thính, phi lễ vật ngôn, phi lễ vật động												
541		yuelao		Hôm trước ta bị hoa mắt lỡ đạp lên mấy sợi dây đỏ, may mà đã phát hiện sớm.												
542		menpaizongguan		được giáo chủ giao cho xử lý các việc lớn nhỏ trong giáo phái, ta hứa sẽ làm hết mình!												
543		tao_tomb_xishi		Ta muốn ăn bánh hồng đậu.												
544		shenmishangren		Người khác cứ nghĩ rằng ta đang buôn bán thứ đồ gì quí hiếm, bọn họ đã nghĩ quá nhiều rồi!												
545		liuhetu		Lý nào là vậy, sao lại có tiếng pháo vang bên tai ta chứ! Chắc lại là đứa trẻ nào đang phá phách!												
546		gaochunqiu		Cây không cần vỏ, chắc chắn không sống nổi, người mặt dày, vô địch thiên hạ.												
547		shuilian		Ta đã lớn rồi và ngày càng già đi.												
548		murongzhao		Chốn nhân gian này có biết bao nhiêu chuyện tình duyên, xem như đoán đúng khởi đầu, liệu có thể đoán được kết cục không?												
549		gaiya		Hôm nay ta đã mệt rồi, có gì cần nói ngày khác hãy đến tìm ta.												
550		xieshurong		Từ khi Na Tra rút gân của Tam Thái Tử Long Vương, thiên đình bị một phen hỗn lọan! …Xin lỗi ta lại đang nói mộng nữa rồi!												
551		luxuan		Biển rộng cá bơi thỏa thích, trời cao chim bay mỏi cánh. Nhìn tướng mạo phi phàm của ngươi, nhất định cũng có nhiều thành tựu trong chốn giang hồ												
552		zhuxun		Học vấn hai chữ này phải tách riêng ra, học là học, vấn là vấn. Người chỉ biết học mà không biết vấn, dù có đọc hàng vạn cuốn sách vẫn là một người dốt nát.												
553		yeran		Những người làm nên việc lớn thời xưa, không chỉ có tài năng vượt trội mà phải có ý chí biết nhẫn nhịn. Muốn làm nên việc lớn phải có cả tài năng lẫn ý chí!												
554		hetaizhamu		Đến đây nào Ba Đạt Dĩ Đức! (mời ăn cơm)												
555		shalu		Nhiều năm nay, chỉ có chiếc bóng và những con vật đáng yêu làm bạn với ta!												
556		sangjilie		Xin chào Trại Bái Nỗ!												
557		bakexi		Mỗi năm một lần sẽ mở đại hội Đạt Mộ! Các thủ lãnh của các bộ lạc đều tập trung về đây để thể hiện tình bằng hữu và cầu chúc được mùa.												
558		xuru		Người luyện võ công phải có chính khí, nếu như vẫn chất chứa những suy nghĩ đen tối trong tâm hồn thì sẽ không bao giờ đạt đến được cảnh giới chí cao.												
559		xiaojiuchong		Tuy ta không giao du nhiều với người trong giang hồ, nhưng cũng đã được nghe danh thiếu hiệp đây. Được biết giao tình giữa thiếu hiệp và phái Nga My rất tốt, khi nào thiếu hiệp gặp Cừu Tuyết cô nương xin cho ta gửi lời hỏi thăm cô nương ấy!												
560		liquantai		Cả thế gian đều đang say, chỉ có mình ta tỉnh.												
561		luoriwang		Mắt phải của ta cứ nhấp nháy liên tục, lẽ nào có điềm không lành sắp xảy đến?												
562		dajiechanshi		Bao giờ nhà ngươi từ bỏ, khi ấy sẽ hết phiền muộn.												
563		gaoweibi		Ta không phải sợ gió lạnh rét buốt, trong ngày mùa đông tuyết rơi trắng mặt đất thì có bỏ giày ra cũng chẳng sao, điều sợ nhất chính là mất đi người ta yêu quý.												
564		wuqingfeng		Các binh sĩ nói ta là một tướng quân tài ba, ta lại cho rằng bản thân mình lại không có lòng kiên nhẫn! Xem ra ta cần phải bồi dưỡng thêm về mặt này!												
565		qiaosangzhi		Mấy ngày liền ta lo nghiên cứu binh pháp đánh trận, sáng nay tỉnh giấc cảm thấy mệt mỏi rã rời. Nhớ lại năm xưa đánh trận ba ngày ba đêm cũng không mệt mỏi như vậy, con người sớm muộn cũng phải khuất phục trước thời gian và năm tháng.												
566		wuchenshitai		Tay như cành dương liễu Tam Xuân, bước đi như lá sen trong gió, ra tay nhanh như chớp, lực phát ra như lôi đình, quả không hổ danh là người của phái Nga My.												
567		lengqiuyun		Những ngày tháng trước đây của Khất Nhi thật tiêu diêu tự tại! Yến tiệc linh đình, hát vài câu vè đã có thể nhận được rượu thịt và tiền thưởng của người khác, sống vui vẻ qua ngày. 												
568		duanmurui		Từ nhỏ ta được Hoàn Nhan Hồng Liệt giáo chủ nhận nuôi, đến nay đã trở thành trưởng lão của Thiên Nhẫn Giáo, phò tá Hoàn Nhan Tương chấn hưng bổn giáo.												
569		yijunshiwei		Ngươi phải biết rằng đây là thời điểm quan trọng, trong thành hoảng loạn, nhà ngươi kinh nghiệm còn non kém, hành sự phải cẩn trọng!												
570		shilan		Không cần quá lo lắng cho ngày mai! Chẳng phải hôm nay đang rất thỏai mái đấy sao?												
571		shentieshi		Đại trượng phu phải biết đạo lý làm người, ta đã nói với nhà ngươi nhiều lần rồi, nhất thời nhà ngươi cũng khó ngộ ra.												
572		xushiwei		Không có hy vọng, cuộc sống sẽ mất đi ý nghĩa. Hy vọng chính là dù trong bất kỳ thời điểm nào cũng không bao giờ từ bỏ.												
573		jieshanzong		Rời xa quê hương đã ba năm, không biết thê tử ở quê nhà có khỏe không?												
574		baijiang		Mười năm trước ta đã từng bán cải trắng, từng rèn sắt. Ta đã gặp tướng sĩ dũng mãnh nhất triều Đại Tống, cũng cảm nhận được uy thế của Võ Sĩ Mông Cổ. Giữa người với người cũng chẳng có gì khác biệt 												
575		gaosheng		Cha mẹ đặt tên cho ta, mong ta sau này sẽ được làm quan, thăng quan phát tài, nhưng nay quốc gia đang lâm nguy, ta nhất định sẽ giữ vững lập trường của mình.												
576		cuijian		Nhiều năm trước ở nhà ăn không đủ no, vừa khéo được lệnh nhập ngũ, ngày có ba bữa ăn, đủ no! Ha ha ha….												
577		chuanfu		Trên bờ có hai con hổ, hai bao cỏ, một con bò, ta muốn dời chúng qua bờ đối diện, nhưng khi ta đi hổ sẽ ăn thịt bò, bò sẽ ăn cỏ, mỗi lần dời chỉ được dời một thứ giống nhau. Ngươi nói xem ta phải làm sao chứ?												
578		yangjian		Giữa biển người mênh mông, ta và ngươi tình cờ tương ngộ, đã quay lưng rồi sao gặp nhau lại được?												
579		luoyin		Thái Sơn không lựa đất nên mới cao như thế, biển lớn không lựa dòng nên mới sâu như thế.												
580		yunfeng		Đêm Nguyên Tiêu năm ngoái, đèn giăng khắp nơi. Đêm Nguyên Tiêu năm nay, trăng và đèn như xưa, nhưng không thấy người xưa, lệ tuôn ướt vai áo.												
581		gongyuan		Lòng nghĩ như thế nào thì làm như vậy, đừng bao giờ bạc đãi bản thân!												
582		pusan		Người sống trên đời phải biết cầu tiến! Hôm nay tốt hơn hôm qua, ngày mai phải tốt hơn hôm nay, mỗi ngày tốt hơn, ngươi mới trở nên tiến bộ!												
583		zhouyunfeng		Thời gian cứ mãi trôi, ta ngày một già đi.												
584		hujia		Tướng quân rút kiếm chỉ về Nam, ta nguyện làm cơn gió vòng quanh chiến kỳ.												
585		yifan		Làm người ai mà không mắc phải sai lầm, biết sai mà sửa lỗi thì càng quí giá hơn.												
586		yizhou		Việc gì mình đã không muốn thì cũng đừng bắt người khác làm.												
587		zhongqi		Dù ta không có tài ăn nói nhưng tuyệt đối cũng không phải là người chỉ biết lắng nghe.												
588		yuxiao		Thời gian không dạy ta bất kỳ điều gì, chỉ dạy ta đừng quá dễ tin vào kỳ tích!												
589		shangjianchu		Chỉ có khoan hồng độ lượng mới có được thành công.												
590		xuxiange		Giang hồ dường như đã im ắng quá lâu, hiện nay ta cảm nhận được một cơn bão táp đang ập đến.	"""Tiệm danh vọng quân doanh"",""Dialog:OpenShop"",154,1"											
591		zhengbagu		Trên thế gian không ai là hoàn mỹ, do đó mỗi người đều cần được giúp đỡ, đừng bao giờ bỏ qua những việc nhỏ nhặt.												
592		yangjing		Thức ăn dùng để ăn; đồ vật dùng để xài; ca khúc dùng để hát.												
593		weiqifeng		Khi hành tẩu giang hồ đừng bao giờ kết oán với kẻ tiểu nhân.												
594		nonghu		Năm nay mỗi mẫu ruộng lại thu họach thiếu 10 cân thóc. 												
595		nongfu		Có những người ta gặp một lần sẽ không quên được, vì họ đều rất đặc biệt! Ngươi cũng là một người như vậy!												
596		datongchanshi		Đời người không phải là một giấc mộng. Nếu là giấc mộng chỉ sợ khi tỉnh lại, người ta sẽ già đi.												
597		jiekong		Con người có hàng ngàn hàng vạn loại bất hạnh, nhưng người hạnh phúc chỉ có một loại: người tâm cảnh thiền định, ái tâm vô nhiễm.												
598		jiewang		Nhà ngươi có biết đạo lý "thủy chí thanh tắc vô ngư" không? Ngọc đẹp là ngọc phải còn tì vết! Biết bao dung độ lượng mới trở thành người tài đức, quân tử.												
599		guiwu		Kết giao thêm bạn lưu linh, lợi bất cập hại.												
600		xiugu		Ngày xuân mới thấy cành liễu xanh, gió thu mới gặp hoa cúc vàng….												
601		achunsao		Vợ ta vừa nuôi được hai con gà, chuẩn bị đem ra để phục vụ các chiến sĩ.												
602		bashugong		Một đời người chỉ có vài chục năm, thời gian để làm việc quá ít ỏi, người cần cù siêng năng lắm cũng chỉ sử dụng được 2/3 khoảng thời gian mà thôi.												
603		fangshaolong		Chúng ta phải giống như những chú voi xông pha hứng chịu tên độc và không ngừng xông pha chiến đấu. 												
604		jiguanqiaojiang		Lao động phải có kỹ xảo.												
605		huyuan		Phụng dưỡng phụ mẫu, yêu thương thê tử, làm việc vô hại, mới gặp được điều lành.												
606		xinbing		Tân binh như tôi đây phải biết chịu đựng khổ cực và hiểu rõ thân phận của mình.												
