Name	Desc	Id	Title	Kind	Camp	Treasure	Portrait	ClientOnly	CorpseIdx	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	AttackFrame	ClassName	AIParam	SkillParam	PropParam	ScriptParam	WalkSpeed	RunSpeed	VisionRadius	ActiveRadius	ReviveFrame	DropRateFile	AIMaxTime	HeadPic	NoBoss	BloodType	LastAttackCalcType	AssignMode
Đường Vũ	Đường Vũ_Quý Tộc đến thăm	6588	<color=gold>Tiêu Dao Tứ Tiên<color>	3	5	2				enemy016	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy016.spr	1			
Điềm Tửu Thúc	Điềm Tửu Thúc_Dân thường đến thăm	6589	<color=gold>Vũ Khí Đại Sư<color>	3	5	2				passerby001	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\passerby001.spr	1			
Điệp Phiêu Phiêu	Điệp Phiêu Phiêu_Dân thường đến thăm	6590	<color=gold>Thái Điệp Tiên Tử<color>	3	5	2				enemy023	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy023.spr	1			
Tần Trọng	Tần Trọng_Dân thường đến thăm	6591		3	5	2				enemy116	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\passerby064.spr	1			
Ân Phương	Ân Phương_Dân thường đến thăm	6592		3	5	2				enemy113	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy079.spr	1			
Tử Uyển	Tử Uyển_Dân thường đến thăm	6593		3	5	2				enemy117	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\Passerby116.spr				
Ân Đồng	Ân Đồng_Dân thường đến thăm	6594		3	5	2				enemy035	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\passby027.spr	1			
Phúc Lâm Môn	Phúc Lâm Môn_Trò chơi nhỏ	6615	<color=gold>Thần Tài Trời Ban<color>	3	5	2				passerby076	0	0	0	0	0	36	36	20	11	10	27	marry_fulinmen		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy071.spr	1			
Hoàng Gia Quản Gia	Quản Gia_Trong thành Hoàng Gia	6616		3	5	2				passerby283	0	0	0	0	0	36	36	20	11	10	27	marry_guanjia		sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Tân Hỷ	Tỳ Nữ Đẹp_Trong thành Hoàng Gia	6617		3	5	2				passerby284	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Tân Hỷ	Hoa Đồng_Trong thành Hoàng Gia	6618		3	5	2				passerby285	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Khánh Điển	Đèn Lồng Trái_Trong thành Hoàng Gia	6619		3	5	2				passerby290	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Khánh Điển	Đèn Lồng Phải_Trong thành Hoàng Gia	6620		3	5	2				passerby291	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Khánh Điển	Bia Chữ Hỷ_Trong thành Hoàng Gia	6621		3	5	2				passerby292	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Khánh Điển	Cổng Hoa_Trong thành Hoàng Gia	6622		3	5	2				passerby293	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Khánh Điển	Đèn Lồng 2_Trong thành Hoàng Gia	6623		3	5	2				passerby294	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Khánh Điển	Đèn Lồng 3_Trong thành Hoàng Gia	6624		3	5	2				passerby295	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Khánh Điển	Đèn Lồng 4_Trong thành Hoàng Gia	6625		3	5	2				passerby296	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Khánh Điển	Pháo vui vẻ_Trong thành Hoàng Gia	6626		3	5	2				passerby297	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Tân Hỷ	Vũ Nam Bạch Tộc_Trong thành Hoàng Gia	6627		3	5	2				critter067	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Tân Hỷ	Tộc Nam Duy Ngô Nhĩ_Trong thành Hoàng Gia	6628		3	5	2				critter068	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Tân Hỷ	Tộc Nữ Duy Ngô Nhĩ a_Trong thành Hoàng Gia	6629		3	5	2				critter069a	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Tân Hỷ	Tộc Nữ Duy Ngô Nhĩ b_Trong thành Hoàng Gia	6630		3	5	2				critter069b	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Tân Hỷ	Tộc Nữ Duy Ngô Nhĩ c_Trong thành Hoàng Gia	6631		3	5	2				critter069c	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Tân Hỷ	Vũ Nữ Bạch Tộc_Trong thành Hoàng Gia	6632		3	5	2				critter060	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Tân Hỷ	Diễn Viên Xiếc 1_Trong thành Hoàng Gia	6633		3	5	2				critter082	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Tân Hỷ	Diễn Viên Xiếc 2_Trong thành Hoàng Gia	6634		3	5	2				critter083	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Hoàng Gia Tân Hỷ	Diễn Viên Xiếc 3_Trong thành Hoàng Gia	6635		3	5	2				critter084	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Quản Gia	Quản Gia_Trong thôn Vương Hầu	6636		3	5	2				passerby283	0	0	0	0	0	36	36	20	11	10	27	marry_guanjia		sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Tân Hỷ	Tỳ Nữ Đẹp_Trong thôn Vương Hầu	6637		3	5	2				passerby284	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Tân Hỷ	Hoa Đồng_Trong thôn Vương Hầu	6638		3	5	2				passerby285	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Khánh Điển	Đèn Lồng Trái_Trong thôn Vương Hầu	6639		3	5	2				passerby290	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Khánh Điển	Đèn Lồng Phải_Trong thôn Vương Hầu	6640		3	5	2				passerby291	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Khánh Điển	Bia Chữ Hỷ_Trong thôn Vương Hầu	6641		3	5	2				passerby292	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Khánh Điển	Cổng Hoa_Trong thôn Vương Hầu	6642		3	5	2				passerby293	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Khánh Điển	Đèn Lồng 2_Trong thôn Vương Hầu	6643		3	5	2				passerby294	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Khánh Điển	Đèn Lồng 3_Trong thôn Vương Hầu	6644		3	5	2				passerby295	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Khánh Điển	Đèn Lồng 4_Trong thôn Vương Hầu	6645		3	5	2				passerby296	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Khánh Điển	Pháo vui vẻ_Trong thôn Vương Hầu	6646		3	5	2				passerby297	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Tân Hỷ	Vũ Nam Bạch Tộc_Trong thôn Vương Hầu	6647		3	5	2				critter067	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Tân Hỷ	Tộc Nam Duy Ngô Nhĩ_Trong thôn Vương Hầu	6648		3	5	2				critter068	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Tân Hỷ	Tộc Nữ Duy Ngô Nhĩ a_Trong thôn Vương Hầu	6649		3	5	2				critter069a	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Tân Hỷ	Tộc Nữ Duy Ngô Nhĩ b_Trong thôn Vương Hầu	6650		3	5	2				critter069b	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Tân Hỷ	Tộc Nữ Duy Ngô Nhĩ c_Trong thôn Vương Hầu	6651		3	5	2				critter069c	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Tân Hỷ	Vũ Nữ Bạch Tộc_Trong thôn Vương Hầu	6652		3	5	2				critter060	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Tân Hỷ	Diễn Viên Xiếc 1_Trong thôn Vương Hầu	6653		3	5	2				critter082	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Tân Hỷ	Diễn Viên Xiếc 2_Trong thôn Vương Hầu	6654		3	5	2				critter083	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Vương Hầu Tân Hỷ	Diễn Viên Xiếc 3_Trong thôn Vương Hầu	6655		3	5	2				critter084	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18		1			
Bạch Thu Lâm	Bạch Thu Lâm_Chủ hôn Hoàng Gia	6656	<color=gold>Chủ Điển Lễ<color>	3	5	2				passerby019	0	0	0	0	0	36	36	20	11	10	27	marry_zhenghunren		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\Passerby019.spr	1			
Bạch Thu Lâm	Bạch Thu Lâm_Chủ hôn Vương Hầu	6657	<color=gold>Chủ Điển Lễ<color>	3	5	2				passerby019	0	0	0	0	0	36	36	20	11	10	27	marry_zhenghunren		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\Passerby019.spr	1			
Bạch Thu Lâm	Bạch Thu Lâm_Chủ hôn Quý Tộc	6658	<color=gold>Chủ Điển Lễ<color>	3	5	2				passerby019	0	0	0	0	0	36	36	20	11	10	27	marry_zhenghunren		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\Passerby019.spr	1			
Bạch Thu Lâm	Bạch Thu Lâm_Chủ hôn Hiệp Sĩ	6659	<color=gold>Chủ Điển Lễ<color>	3	5	2				passerby019	0	0	0	0	0	36	36	20	11	10	27	marry_zhenghunren		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\Passerby019.spr	1			
Vạn Lý Đạt	Truyền Tống Phó Bản Hôn Lễ	6660	<color=gold>Truyền tống Điển Lễ<color>	3	5	2				passerby283	0	0	0	0	0	36	36	20	11	10	27	chefu3		sk	intensity0	sc	6	6	400	700	540		18		1			
Phúc đầy nhà	Trạm gác chuẩn bị	6661	<color=gold>Truyền tống Điển Lễ<color>	3	5	2				passerby076	0	0	0	0	0	36	36	20	11	10	27	marry_jieyin		sk	intensity0	sc	6	6	400	700	540		18		1			
Lồng Đèn trái	Lồng Đèn trái_Khu tiếp dẫn Hôn lễ	6662		3	5	2				passerby291	0	0	0	0	0	36	36	20	11	10	27	animal		sk	intensity0	sc	6	6	400	700	540		18	critter056b				
Lồng Đèn phải	Lồng Đèn phải_Khu tiếp dẫn Hôn lễ	6663		3	5	2				passerby290	0	0	0	0	0	36	36	20	11	10	27	animal		sk	intensity0	sc	6	6	400	700	540		18	critter056b				
Song Hỷ	Song Hỷ_Khu tiếp dẫn Hôn lễ	6664		3	5	2				passerby292	0	0	0	0	0	36	36	20	11	10	27	animal		sk	intensity0	sc	6	6	400	700	540		18	critter056b				
Tất Tái Ngộ	Tất Tái Ngộ_Khu Chuẩn Bị	6665	<color=green>Sứ Giả Hồn Tổ Tiên<color>	3	5	2				enemy173	0	0	0	0	0	36	36	20	11	10	27	td_ready		sk	intensity0	sc	6	6	400	700	540		18		1			
Trân Trân	Trân Trân_Thiền Cảnh Hoa Viên 	6666	<color=green>Thương Nhân Ngũ Độc Bí Thuật<color>	3	5	2				enemy023	0	0	0	0	0	36	36	20	11	10	27	td_merchent		sk	intensity0	sc	6	6	400	700	540		18		1			
Nấm nhỏ (Kim )	Nấm nhỏ (Kim )	6667		0	5	1				passerby313	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm lớn (Kim )	Nấm lớn (Kim )	6668		0	5	1				passerby299	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm khổng lồ (Kim )	Nấm khổng lồ (Kim )	6669		0	5	1				passerby300	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm nhỏ (Mộc )	Nấm nhỏ (Mộc )	6670		0	5	1				passerby301	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm lớn (Mộc )	Nấm lớn (Mộc )	6671		0	5	1				passerby302	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm khổng lồ (Mộc )	Nấm khổng lồ (Mộc )	6672		0	5	1				passerby303	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm nhỏ (Thủy )	Nấm nhỏ (Thủy )	6673		0	5	1				passerby304	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm lớn (Thủy )	Nấm lớn (Thủy )	6674		0	5	1				passerby305	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm khổng lồ (Thủy )	Nấm khổng lồ (Thủy )	6675		0	5	1				passerby306	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm nhỏ (Hỏa)	Nấm nhỏ (Hỏa)	6676		0	5	1				passerby307	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm lớn (Hỏa)	Nấm lớn (Hỏa)	6677		0	5	1				passerby308	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm khổng lồ (Hỏa)	Nấm khổng lồ (Hỏa)	6678		0	5	1				passerby309	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm nhỏ (Thổ )	Nấm nhỏ (Thổ )	6679		0	5	1				passerby310	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm lớn (Thổ )	Nấm lớn (Thổ )	6680		0	5	1				passerby311	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Nấm khổng lồ (Thổ )	Nấm khổng lồ (Thổ )	6681		0	5	1				passerby312	0	0	0	0	0	24	26	20	10	20	18	td_tower	activestup	plant	plant	sc	0	0	400	400	540		18	ani001		3		
Mai Cốt Binh	Mai Cốt Binh_Quái nhỏ	6682		0	5	1				enemy110	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	4	4	250	700	540	\setting\npc\droprate\qingming\qingming.txt	18	\image\item\other\sculpt\enemy110	0			
Mai Cốt Binh	Mai Cốt Binh_Tinh Anh	6683		0	5	1				enemy110	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	4	4	300	700	540	\setting\npc\droprate\qingming\qingming_jingying.txt	18	\image\item\other\sculpt\enemy106	0			
Mai Cốt Binh	Mai Cốt Binh_Thủ lĩnh	6684		0	5	1				enemy110	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	4	4	300	700	540	\setting\npc\droprate\qingming\qingming_shouling.txt	18	\image\item\other\sculpt\enemy130	0			
Hắc Sơn Yêu Vương 	Hắc Sơn Yêu Vương 	6685		0	5	24				enemy152	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	8	8	400	700	270	\setting\npc\droprate\qingming\qingming_boss.txt	18	\image\item\other\sculpt\enemy101	0			
Bạch Thu Lâm	Bạch Thu Lâm_Trong Mê Cung Sa Mạc	6686		0	0	1				enemy034	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillfist	intensity10	sc	20	20	400	700	510		18	\image\item\other\sculpt\enemy124.spr	1	3		
Thần phù Tổ Tiên 	Thần phù Tổ Tiên_Cam Kim	6687		3	5	2				passerby219	0	0	0	0	0	36	36	20	11	10	27	tower_fu		sk	intensity0	sc	6	6	400	700	540		18		1			
Thần phù Tổ Tiên 	Thần phù Tổ Tiên_Lục Mộc	6688		3	5	2				passerby220	0	0	0	0	0	36	36	20	11	10	27	tower_fu		sk	intensity0	sc	6	6	400	700	540		18		1			
Thần phù Tổ Tiên 	Thần phù Tổ Tiên_Lam Thủy 	6689		3	5	2				passerby221	0	0	0	0	0	36	36	20	11	10	27	tower_fu		sk	intensity0	sc	6	6	400	700	540		18		1			
Thần phù Tổ Tiên 	Thần phù Tổ Tiên_Tím Thổ	6690		3	5	2				passerby222	0	0	0	0	0	36	36	20	11	10	27	tower_fu		sk	intensity0	sc	6	6	400	700	540		18		1			
Thần phù Tổ Tiên 	Thần phù Tổ Tiên_Cam Hỏa	6691		3	5	2				passerby219	0	0	0	0	0	36	36	20	11	10	27	tower_fu		sk	intensity0	sc	6	6	400	700	540		18		1			
Hổ (mặt nạ)	Hổ (mặt nạ)	6692		0	5	1				enemy190	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillfist	intensity0	sc	20	20	250	700	540		18	\image\item\other\sculpt\enemy026.spr				
Yến Yến (mặt nạ)	Yến Yến (mặt nạ)	6693		0	5	1				enemy191	0	0	0	0	0	24	26	20	10	20	27		passivenormal	singleskillfist	intensity0	sc	20	20	250	700	540		18	\image\item\other\sculpt\enemy026.spr				
Thẩm Tiểu Dương	Thẩm Tiểu Dương (mặt nạ)	6694		3	6	2				enemy181	0	0	0	0	0	24	26	20	24	26	27			sk	pp	sc	20	20	400	700	510		18		1			
Trứng vịt	Trứng vịt (mặt nạ)	6695		3	6	2				enemy182	0	0	0	0	0	24	26	20	24	26	27			sk	pp	sc	20	20	400	700	510		18		1			
Tam Bạng Tử	Tam Bạng Tử (mặt nạ)	6696		3	6	2				critter054	0	0	0	0	0	24	26	20	24	26	27			sk	pp	sc	20	20	400	700	510		18		1			
Tô Tiểu Tiểu	Tô Tiểu Tiểu (mặt nạ)	6697		3	6	2				critter065	0	0	0	0	0	24	26	20	24	26	27			sk	pp	sc	20	20	400	700	510		18		1			
Võ Sĩ U Minh	U Minh Võ Sĩ_Quái nhỏ	6698		0	5	1				enemy106	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	6	6	250	700	540	\setting\npc\droprate\qingming\qingming.txt	18	\image\item\other\sculpt\enemy110	0			
Võ Sĩ U Minh	U Minh Võ Sĩ_Tinh Anh	6699		0	5	8				enemy106	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	6	6	300	700	540	\setting\npc\droprate\qingming\qingming_jingying.txt	18	\image\item\other\sculpt\enemy106	0			
Võ Sĩ U Minh	U Minh Võ Sĩ_Thủ lĩnh	6700		0	5	8				enemy106	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	6	6	300	700	540	\setting\npc\droprate\qingming\qingming_shouling.txt	18	\image\item\other\sculpt\enemy130	0			
Bạch Cốt Kiếm Khách	Bạch Cốt Kiếm Khách_Quái nhỏ	6701		0	5	1				enemy130	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	9	9	250	700	540	\setting\npc\droprate\qingming\qingming.txt	18	\image\item\other\sculpt\enemy110	0			
Bạch Cốt Kiếm Khách	Bạch Cốt Kiếm Khách_Tinh Anh	6702		0	5	8				enemy130	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	9	9	300	700	540	\setting\npc\droprate\qingming\qingming_jingying.txt	18	\image\item\other\sculpt\enemy106	0			
Bạch Cốt Kiếm Khách	Bạch Cốt Kiếm Khách_Thủ lĩnh	6703		0	5	8				enemy130	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	9	9	300	700	540	\setting\npc\droprate\qingming\qingming_shouling.txt	18	\image\item\other\sculpt\enemy130	0			
U Minh Lang	U Minh Lang_Quái nhỏ	6704		0	5	1				enemy105	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	12	12	250	700	540	\setting\npc\droprate\qingming\qingming.txt	18	\image\item\other\sculpt\enemy110	0			
U Minh Lang	U Minh Lang_Tinh Anh	6705		0	5	8				enemy105	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	12	12	300	700	540	\setting\npc\droprate\qingming\qingming_jingying.txt	18	\image\item\other\sculpt\enemy106	0			
U Minh Lang	U Minh Lang_Thủ lĩnh	6706		0	5	8				enemy105	0	0	0	0	0	24	26	20	10	20	27	td_corpse	activenormal	corpse	corpse	sc	12	12	300	700	540	\setting\npc\droprate\qingming\qingming_shouling.txt	18	\image\item\other\sculpt\enemy130	0			
Phương Hành Giác	Phương Hành Giác_Mặt nạ khuyến mãi tháng 4	6707		3	6	2				enemy170	0	0	0	0	0	24	26	20	10	20	27			sk	pp	sc	6	6	400	700	540		18		1			
Khiên Vân Thủ	Khiên Vân Thủ_Mặt nạ khuyến mãi tháng 4	6708		3	6	2				enemy139	0	0	0	0	0	24	26	20	10	20	27			sk	pp	sc	6	6	400	700	540		18		1			
Đậu Hạo	Đậu Hạo_Mặt nạ khuyến mãi tháng 5	6709		3	6	2				enemy065	0	0	0	0	0	24	26	20	10	20	27			sk	pp	sc	6	6	400	700	540		18		1			
Khuynh Thế	Khiên Vân Thủ_Mặt nạ khuyến mãi tháng 5	6710		3	6	2				enemy188	0	0	0	0	0	24	26	20	10	20	27			sk	pp	sc	6	6	400	700	540		18		1			
Vũ Thanh Phong	Vũ Thanh Phong_Mặt nạ hoạt động thăng cấp	6711		3	6	2				enemy078	0	0	0	0	0	24	26	20	10	20	27			sk	pp	sc	6	6	400	700	540		18		1			
Khuynh Quốc	Khiên Vân Thủ_Mặt nạ hoạt động thăng cấp	6712		3	6	2				enemy189	0	0	0	0	0	24	26	20	10	20	27			sk	pp	sc	6	6	400	700	540		18		1			
Đường Bá Hổ	Đường Bá Hổ_Mặt nạ khu giới thiệu	6713		3	6	2				enemy061	0	0	0	0	0	24	26	20	10	20	27			sk	pp	sc	6	6	400	700	540		18		1			
Thu Hương	Thu Hương_Mặt nạ khu giới thiệu	6714		3	6	2				enemy184	0	0	0	0	0	24	26	20	10	20	27			sk	pp	sc	6	6	400	700	540		18		1			
Wodekapu	Wodekapu_Mặt nạ World Cup	6715		3	6	2				enemy196	0	0	0	0	0	24	26	20	10	20	27			sk	pp	sc	6	6	400	700	540		18		1			
Thác Bạt Sơn Uyên	Thác Bạt Sơn Uyên_Mặt nạ khuyến mãi tháng 8	6716		3	6	2				boss014	0	0	0	0	0	24	26	20	10	20	27			sk	pp	sc	6	6	400	700	540		18		1			
Cừu Tuyết	Cừu Tuyết_Mặt nạ khuyến mãi tháng 8	6717		3	6	2				enemy028	0	0	0	0	0	24	26	20	10	20	27			sk	pp	sc	6	6	400	700	540		18		1			
Cây mầm	VN Trồng cây tháng 9	6718		3	5	2				passerby230	0	0	0	0	0	24	26	20	24	26	27	tree_arbor_day_09		sk	pp	sc	7	7	400	700	510		18		1			
Cây con	VN Trồng cây tháng 9	6719		3	5	2				passerby231	0	0	0	0	0	24	26	20	24	26	27	tree_arbor_day_09		sk	pp	sc	7	7	400	700	510		18		1			
Cây xanh tốt	VN Trồng cây tháng 9	6720		3	5	2				passerby232	0	0	0	0	0	24	26	20	24	26	27	tree_arbor_day_09		sk	pp	sc	7	7	400	700	510		18		1			
Cây trưởng thành	VN Trồng cây tháng 9	6721		3	5	2				passerby234	0	0	0	0	0	24	26	20	24	26	27	tree_arbor_day_09		sk	pp	sc	7	7	400	700	510		18		1			
Thỏ ngọc	Thỏ ngọc_vn tháng 9	6722	<color=green>Bụng kêu đói<color>	0	5	2				ani003	0	0	0	0	0	24	26	20	10	20	27		noaction	sk	pp	sc	6	6	400	700	540		18		1			
Nhan Như Ngọc	Sứ giả sự kiện_vn tháng 9	6723	<color=green>Sứ giả sự kiện<color>	3	6	2				passerby179	0	0	0	0	0	36	36	20	11	10	27			sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\passerby035.spr	1			
Triệu Hỷ	Sứ giả Đào Bảo	6724	<color=gold>Sứ giả Đào Bảo<color>	3	5	2				passerby076	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\passby18.spr	1			
Hạ Tiểu Sảnh	Hạ Tiểu Sảnh_4 kỹ năng	6725		0	5	1				enemy168	0	0	0	0	0	24	26	20	10	20	27	animal	passivenormal2	swordandmeleestab4	intensity99	sc	6	6	400	700	270		18	\image\item\other\sculpt\enemy101	0			
Tử Uyển	Tử Uyển_4 kỹ năng	6726		0	5	1				enemy117	0	0	0	0	0	24	26	20	10	20	27	animal	passivenormal2	swordandmeleestab4	intensity99	sc	6	6	400	700	270		18	\image\item\other\sculpt\enemy101	0			
Bảo Ngọc	Bảo Ngọc_5 kỹ năng	6727		0	5	1				enemy178	0	0	0	0	0	24	26	20	10	20	27	animal	passivenormal2	swordandmeleestab4	intensity99	sc	6	6	400	700	270		18	\image\item\other\sculpt\enemy101	0			
Diệp Tịnh	Diệp Tịnh_5 kỹ năng	6728		0	5	1				boss018	0	0	0	0	0	24	26	20	10	20	27	animal	passivenormal2	swordandmeleestab4	intensity99	sc	6	6	400	700	270		18	\image\item\other\sculpt\enemy101	0			
