SkillName	Property	SkillId	SkillType	SkillForm	StartPosition	Kind	SkillStyle	SkillGenus	ReplaceType	AppendDamageP	ShotNumber	FactionLimit	RouteLimit	SkillIcon	PreCastEffectId	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	StateTime	IsNoClearOnDeath	StateType	IsAura	LRSkill	NeedShadow	AttackRadius	IgnoreDistance	MslsGenerate	MslsGenerateData	ChildSkillId	ChildSkillLevel	ChildSkillNum	IsMissileSkill	CastActionId	EventSkillLevel	IsMelee	WaitTime	ClientOnly	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	IsDamage	TargetOnly	Relation	IsUseAR	StartSkillId	FlySkillId	FlyEventTime	CollidSkillId	VanishedSkillId	HitSkillId	ReqLevel	MaxLevel	WeaponLimit	HorseLimit	AngerLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	ClassName	SkillDesc
Tịch Diệm-Hồn Trảm Tử		2369	5	6	1						1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				0	0	0		0	0	0	0	1024	0	4	36	942	-1	7	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	2370	0	0	0	0	0	0	0	96		0					0	0	0	1	1	empty	
Tịch Diệm-Hồn Trảm Tử Tử		2370	5	1	1					120	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	0	1024	0	0	0	943	-1	1	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	empty	
Kim Hâm-Kỹ năng Kim		2371	5	2	3					200	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	5	2	944	-1	9	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	48		5					0	0	0	1	1	instance_damage	
Mộc Sâm-Kỹ năng Mộc		2372	5	1	3					100	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	2	2	945	-1	7	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	instance_damage	
Tôn Nghiêu-Kỹ năng Thổ		2373	5	3	3					100	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	4	9	946	-1	5	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		2					0	0	0	1	1	instance_damage	
Phương Diểu Diểu-Kỹ năng Thủy		2374	5	4	2					20	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	2	2	947	-1	16	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	-352		0					0	0	0	1	1	instance_damage	
Thệ Viêm-Kỹ năng Hỏa		2375	5	6	2					200	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	4	36	948	-1	5	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	96		0					0	0	0	1	1	instance_damage	
Lục Triển Phong-Đẩy Hỏa Trụ		2376	5	2	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	5	3	949	-1	5	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	2377	5	0	0	0	0	0	0	0	0	0	64		0					0	0	0	1	1	empty	
Lục Triển Phong-Đẩy Hỏa Trụ Tử		2377	5	1	1					100	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				0	0	0		0	0	0	0	512	0	0	0	950	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	instance_damage	
Lục Vãng Sinh-Đao Phong-Cách đấu		2378	1	5	1					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	250	0	2	6	2379	-1	15	1	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0	0	0	1	1	empty	
Lục Vãng Sinh-Đao Phong		2379	5	3	3					100	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	0			0	0	0		0	0	0	1	250	0	4	9	951	-1	7	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	64		2					0	0	0	1	1	instance_damage	
Tịch Lam-Phệ Hồn Trảm-Quyết liệt		2380	1	5	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	2	8	2381	-1	8	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0	0	0	1	1	empty	
Tịch Lam-Phệ Hồn Trảm_Tử		2381	5	2	1					100	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	0	512	0	4	8	67	-1	9	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	1	1	instance_damage	
Tịch Lam-Độc Uẩn Tứ Phương		2382	5	6	3					100	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	4	54	969	-1	12	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	96		0					0	0	0	1	1	instance_damage	
Tịch Đình-Độc Uẩn Thiên Địa-Chuẩn bị		2383	1	5	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	2	8	2384	-1	5	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	2385	0	0	0	0	0	0	0	0	0	0	0	0		1					0	0	0	1	1	empty	
Tịch Đình-Độc Uẩn Thiên Địa-Chuẩn bị_Tử		2384	5	4	3					100	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	0	512	0	4	18	921	-1	16	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	-176		0					0	0	0	1	1	instance_damage	
Tịch Đình-Độc Uẩn Thiên Địa		2385	5	3	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	5	1	2386	-1	32	0	9	-1	0	54	0	0	0	0	0	1	0	0	enemy	0	2387	0	0	0	0	0	0	0	0	0	0	0	64		1					0	0	0	1	1	empty	
Tịch Đình-Độc Uẩn Thiên Địa Tử		2386	5	1	1					100	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	0	512	0	2	2	966	-1	5	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	instance_damage	
Tịch Đình-Độc Uẩn Thiên Địa-Khuyếch tán		2387	5	3	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	0	512	0	0	0	949	-1	15	1	9	-1	0	72	0	0	0	0	0	1	1	0	enemy	1	0	2388	6	0	0	0	0	0	0	0	0	0	320		2					0	0	0	1	1	empty	
Tịch Đình-Độc Uẩn Thiên Địa-Khuyếch tán_Tử		2388	5	1	1					100	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	0	512	0	0	0	919	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	instance_damage	
Tịch Đình-Cổ Độc Thiên Hạ-Quyết liệt		2389	1	5	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	264			0	0	0		0	0	0	1	512	0	2	13	2390	-1	7	0	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	987	0	0	0	0	0	0	0	0	0	0	0	0		1					0	0	0	1	1	empty	
Tịch Đình-Cổ Độc Thiên Hạ		2390	5	4	1					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	264			0	0	0		0	0	0	1	512	0	5	0	318	-1	5	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	2392	1	0	2391	0	0	0	0	0	0	0	96		0					0	0	0	1	1	empty	
Tịch Đình-Độc Uẩn Thiên Hạ Tử		2391	5	2	1					1	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	0	512	0	5	1	967	-1	13	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	48		0					0	0	0	1	1	empty	
Tịch Đình-Độc Uẩn Thiên Hạ_Tử Tử		2392	5	2	1					20	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	0	512	0	5	2	968	-1	7	1	9	0	0	18	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	16		0					0	0	0	1	1	empty	
boss_cbt Tào công công-Xung Thích		2393	1	10	1					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	1024	0	1	16	2394	-1	1	0	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	1	1	empty	
boss_cbt Tào công công-Suy yếu		2394	5	0	1					100	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				568	0	180		0	0	0	0	1024	0	0	0	982	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	cbt_dmg_dec	buff giảm sát thương
boss_cbt Tào công công-Phong Ma		2395	5	1	3					100	1			\image\icon\fightskill\shaolin\shizihou.spr	157	\audio\fightskill\shaolin\sl_szh_m.wav		129	0	90		0	0	0	1	96	0	0	0	156	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	lockstate_noskill	Không thể xuất chiêu
boss_cbt Tào công công-Đánh lui		2396	1	5	3					0	1			\image\icon\fightskill\shaolin\fumodaofa.spr				0	0	0		0	0	0	0	1024	1	2	27	2397	-1	1	0	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	goldnormalattack	Từ trung tâm bản thân phát ra vô số đạo đao khí
boss_cbt Tào công công-Đánh lui_Tử		2397	5	4	3					10	1			\image\icon\fightskill\shaolin\fumodaofa.spr				0	0	0		0	0	0	0	1024	1	4	9	388	-1	33	1	9	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			1		0	0	0	2	1	npc_jitui	Đánh lùi
boss_cbt Cổ Tộc Ác Sát-Trận Hình Miễu Sát		2398	5	1	1					0	1			\image\icon\fightskill\tianren\huanyingzhuihunqiang.spr	162			0	0	0		0	0	0	1	1536	0	0	0	792	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	2399	9	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
boss_cbt Cổ Tộc Ác Sát-Trận Hình Miễu Sát_Tử		2399	5	4	1					0	1			\image\icon\fightskill\public\rage_wood.spr				0	0	0		0	0	0	0	1536	0	0	0	2400	-1	5	0	11	0	0	0	0	0	0	54	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	64		0					0	0	0	2	1	empty	
boss_cbt Cổ Tộc Ác Sát-Trận Hình Miễu Sát_Tử Tử		2400	5	3	1					0	1			\image\icon\fightskill\public\rage_wood.spr				0	0	0		0	0	0	0	1536	0	5	2	542	-1	15	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		2					0	0	0	2	1	npc_dmgmaxhp	
boss_cbt Cổ Tộc Ác Sát-Cổ Độc Miễu Sát		2401	5	1	1					0	1			\image\icon\fightskill\tianren\huanyingzhuihunqiang.spr	162			0	0	0		0	0	0	1	1536	0	0	0	769	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	2402	9	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
boss_cbt Cổ Tộc Ác Sát-Cổ Độc Miễu Sát_Tử		2402	5	4	1					0	1			\image\icon\fightskill\public\rage_wood.spr				0	0	0		0	0	0	0	1536	0	0	0	2403	-1	5	0	11	0	0	0	0	0	0	54	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	64		0					0	0	0	2	1	empty	
boss_cbt Cổ Tộc Ác Sát-Cổ Độc Miễu Sát_Tử Tử		2403	5	3	1					0	1			\image\icon\fightskill\public\rage_wood.spr				0	0	0		0	0	0	0	1536	0	5	2	58	-1	15	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		2					0	0	0	2	1	npc_dmgcurhp	
boss_cbt Cổ Tộc Ác Sát-Thời gian an toàn		2404	5	4	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	1536	0	0	0	2405	-1	1	0	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	-288		0					0	0	0	1	1	empty	
boss_cbt Cổ Tộc Ác Sát-Thời gian an toàn_Tử		2405	5	1	1					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			600	0	18		0	0	0	0	1536	0	0	0	970	-1	1	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	2406	1080	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	npc_wudi	
boss_cbt Cổ Tộc Ác Sát-Thời gian an toàn_Tử Tử		2406	5	4	1					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	0	1536	0	0	0	971	-1	16	1	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	192		0					0	0	0	1	1	empty	
boss_cbt Cổ Tộc Ác Sát-Sương độc		2407	5	0	2					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			533	0	1080		0	0	0	0	512	0	0	0	972	-1	1	1	9	-1	0	36	0	0	0	0	0	1	1	0	enemy	0	1339	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	npc_defdec2	Tăng buff sát thương phải chịu có thể cộng dồn
boss_cbt Nguyệt Cơ-Thời gian tử vong đếm ngược		2408	5	5	3					0	-1			\image\icon\fightskill\tianren\huanyingzhuihunqiang.spr	223			0	0	0		0	0	0	0	1024	0	2	8	2409	-1	4	0	11	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
boss_cbt Nguyệt Cơ-Thời gian tử vong đếm ngược_Tử		2409	5	4	3					0	-1			\image\icon\fightskill\kunlun\kuangleizhendi.spr	223			0	0	0		0	0	0	0	1024	0	4	8	868	-1	32	1	11	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	-672		0					0	0	0	0	1	empty	
boss_cbt Nguyệt Cơ-Thời gian tử vong đếm ngược_Tử Tử		2410	2	0	2					0	1			\image\icon\fightskill\emei\fengshuangsuiying.spr	172			601	0	360		0	0	0	0	1024	0	0	0	0	-1	1	1	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	empty	
Trạng Nguyên		2411	2	0	2					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				305	0	1080		0	0	0	1	1024	0	0	0	0	-1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	empty	Trạng Nguyên
boss_cbt Nguyệt Cơ-Mang Thích		2412	5	4	3					0	-1			\image\icon\fightskill\tangmen\tianluodiwang.spr	172			0	0	0		0	0	0	0	1024	0	0	0	397	-1	5	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	2413	0	0	0	0	0	0	0	0		0					0	0	0	5	1	empty	
boss_cbt Nguyệt Cơ-Mang Thích_Tử		2413	5	3	1					0	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0		0	0	0	0	1024	0	0	0	398	-1	2	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	2414	3	0	0	0	0	0	0	0	0	0	0		20					0	0	0	5	1	empty	
boss_cbt Nguyệt Cơ-Mang Thích_Tử Tử		2414	5	3	1					0	-1			\image\icon\fightskill\mingjiao\shenghuoliaoyuan.spr				0	0	0		0	0	0	0	1024	0	0	0	981	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	2415	37	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	empty	
boss_cbt Nguyệt Cơ-Mang Thích_Tử Tử Tử		2415	5	1	1					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	1024	0	0	0	973	-1	1	1	9	0	0	36	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	npc_dmgmaxhp	
boss_cbt Đầu lĩnh-Tự nổ		2416	5	1	3					0	-1			\image\icon\fightskill\public\sword.spr	215			0	0	0		0	0	0	0	1024	0	0	0	974	-1	1	1	9	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	2417	0	0	0	0	0	0	0	0		0				2	0	0	0	0	1	empty	
boss_cbt Đầu lĩnh-Tự nổ_Tử		2417	5	0	1					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	1024	0	0	0	975	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	npc_dmgmaxhp	
boss_cbt Đầu lĩnh-Xung Thích hỗn loạn		2418	1	11	1					0	-1			\image\icon\fightskill\gaibang\benliudaohai.spr				0	0	0		0	0	0	1	512	0	1	18	2419	-1	6	0	5	-1	1	0	0	0	0	0	0	1	0	0	enemy	0	1182	0	0	0	0	0	0	0	0	0	0	0	40		0					0	0	0	0	1	empty	
boss_cbt Đầu lĩnh-Xung Thích hỗn loạn_Tử		2419	5	0	1					0	-1			\image\icon\fightskill\gaibang\benliudaohai.spr	159			0	0	0		0	0	0	0	512	0	0	0	964	-1	1	1	9	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	lz_hunluan	Hỗn loạn
boss_cbt Đầu lĩnh-Địa Liệt Trảm		2420	5	1	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	1024	0	0	0	781	-1	1	1	9	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	2421	2	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	empty	
boss_cbt Đầu lĩnh-Địa Liệt Trảm_Tử		2421	5	0	1					10	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	1024	0	0	0	159	-1	1	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	2422	0	0	0	0	0	0	0	0		0					0	0	0	1	1	empty	
boss_cbt Đầu lĩnh-Địa Liệt Trảm_Tử Tử		2422	5	6	1					30	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	1024	0	4	36	943	-1	3	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	96		0					0	0	0	1	1	firenormalattack	
boss_cbt Đầu lĩnh-Nguyệt Nha		2423	5	4	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	0	0	976	-1	32	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	2424	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	1	1	npc_dmgcurhp	
boss_cbt Đầu lĩnh-Nguyệt Nha Tử		2424	5	4	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	0	0	976	-1	32	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	-448		0					0	0	0	1	1	npc_dmgcurhp	
boss_cbt Thư sinh-Mộng Mị 		2425	5	1	2					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			6	0	72		0	0	0	1	1024	0	0	0	900	-1	1	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	npc_specialfixed	Bất động hiệu quả mạnh
boss_cbt Thư sinh-Xung Thích		2426	1	10	1					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	1	16	2427	-1	1	0	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	1	1	empty	
boss_cbt Thư sinh-Xung Thích_Tử		2427	5	0	1					200	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				0	0	0		0	0	0	0	512	0	0	0	982	-1	1	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	2428	0	0	0	0	0	0	0	0		0					0	0	0	1	1	npc_jitui	
boss_cbt Thư sinh-Xung Thích_Tử Tử		2428	5	4	1					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				0	0	0		0	0	0	0	512	0	4	4	936	-1	16	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	2429	5	0	0	0	0	0	0	0	0	0	64		0					0	0	0	1	1	empty	
boss_cbt Thư sinh-Xung Thích_Tử Tử Tử		2429	5	0	1					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				0	0	0		0	0	0	0	512	0	0	0	937	-1	1	1	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	empty	
boss_cbt Cơ quan 1		2430	5	4	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	0	0	2431	-1	5	0	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	1	1	empty	
boss_cbt Cơ quan 1_Tử		2431	5	1	1					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	2	4	977	-1	5	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	npc_dmgmaxhp	
boss_cbt Cơ quan 2		2432	5	4	3					0	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr	162			0	0	0		0	0	0	1	512	0	0	0	977	-1	32	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	32		0					0	0	0	1	1	npc_dmgmaxhp	
boss_cbt Cạm bẫy-Bất động 		2433	5	1	3					0	-1			\image\icon\fightskill\public\sword.spr	215			6	0	54		0	0	0	0	512	0	0	0	978	-1	1	1	9	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				2	0	0	0	0	1	npc_specialfixed	Bất động 
boss_cbt Cạm bẫy-Đánh lui		2434	5	1	3					0	-1			\image\icon\fightskill\public\sword.spr	215			0	0	0		0	0	0	0	512	0	0	0	979	-1	1	1	9	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				2	0	0	0	0	1	cbt_knock	Đánh lùi
Lưỡng Nghi Kiếm Pháp_Dùng Nhân Kiếm Hợp Nhất		2435	5	1	3					0	-1			\image\icon\fightskill\public\sword.spr	215			0	0	0		0	0	0	0	512	0	0	0	979	-1	1	1	9	-1	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				2	0	0	0	0	1	cbt_knock	Dùng Nhân Kiếm Hợp Nhất cao cấp nhất
boss_cbt Thư sinh-Tự bất động		2436	3								-1			\image\icon\fightskill\wudu\wuxinggu.spr				0	0	0		0	0	3	0	0	0	0	0	0	-1	0	0	9	1	0	0	0	0	0	0	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	cbt_fixaura_state	Tự bất động
boss_cbt Thư sinh-Tự bất động_Tử		2437	5	1	3						1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				6	0	36		0	0	0	0	160	0	0	0	980	-1	1	1	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	cbt_dmg_fixaura	Bất động 
npc_Không hiện kỹ năng ẩn		2438	1	5	3					0	-1			\image\icon\fightskill\emei\fengshuangsuiying.spr				0	0	0		0	0	0	0	0	0	2	9	0	-1	10	1	11	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1					0	0	0	0	1	npc_atkdelaykeephide	Không hiện ẩn thân
Giáng Sinh_Đặc hiệu tăng sao		2439	5	1	3						1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				6	0	36		0	0	0	0	160	0	0	0	917	-1	1	1	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	xoyo_fixaura	Sát thương và bất động 
Chọn kỹ năng		2440	5	1	3						1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				6	0	36		0	0	0	0	160	0	0	0	917	-1	1	1	9	0	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	xoyo_fixaura	Sát thương và bất động 
BOSS 1 (Server mới)		2441	5	4	1						1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				0	0	0		0	0	0	0	800	0	2	27	2442	-1	5	0	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	100		0					0	0	0	0	1	empty	Bất động 
BOSS 1 (Server mới)_Tử		2442	5	4	1						1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				0	0	0		0	0	0	0	800	0	4	54	985	-1	5	1	9	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	2443	0	0	0	0	0	0	0	320		0					0	0	0	0	1	empty	Bất động 
BOSS 1 (Server mới)_Tử Tử		2443	5	3	1					70	1			\image\icon\fightskill\shaolin\hengsaoliuhe.spr				0	0	0		0	0	0	0	800	0	4	1	986	-1	32	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2					0	0	0	0	1	empty	Bất động 
