FromMapId	FromPosX	FromPosY	Type	Name	ToMapId	ToPosX	ToPosY	ToFightState	BeProtected	FromMap备注	ToMap备注		
2112	49600	99808	trap	to_lingxiucun	2119	49568	102848	0		香蜜源（5线）	灵秀村（5线）		
2113	49600	99808	trap	to_lingxiucun	2120	49568	102848	0		香蜜源（6线）	灵秀村（6线）		
2114	49600	99808	trap	to_lingxiucun	2121	49568	102848	0		香蜜源（7线）	灵秀村（7线）		
2147	61344	102656	trap	to_luhegu	2151	51584	102848	1	1	克夷门要隘	鹿合谷		
2147	51680	115680	trap	to_juyanze	94	63328	126240	1	1	克夷门要隘	居延泽		
2148	47936	91136	trap	to_juyanze	94	56832	127232	1	1	贺兰山东麓	居延泽		
2148	61408	90208	trap	to_luhegu	2151	52064	100928	1	1	贺兰山东麓	鹿合谷		
2149	51168	112928	trap	to_luhegu	2151	55584	101664	1	1	盐州	鹿合谷		
2149	61536	103392	trap	to_shamomigong	101	56736	124800	1	1	盐州	沙漠迷宫		s
2150	50848	115136	trap	to_shamomigong	101	59168	124704	1	1	兀剌海城	沙漠迷宫		
2150	51392	123200	trap	to_luhegu	2151	54784	101792	1	1	兀剌海城	鹿合谷		
2151	51488	103136	trap	to_keyimenyaoai	2147	61120	103200	1	1	鹿合谷	克夷门要隘		
2151	55904	101696	trap	to_yanzhou	2149	51456	113344	1	1	鹿合谷	盐州		
2151	51872	100672	trap	to_helanshandonglu	2148	61184	90336	1	1	鹿合谷	贺兰山东麓		
2151	54944	102144	trap	to_wulahaicheng	2150	51488	122752	1	1	鹿合谷	兀剌海城		
3	55728	106890	trap	to_gumu	2261	57308	99901	0		永乐镇	古墓派		
2261	57383	99987	trap	to_yonglezhen	3	55868	106634	0		古墓派	永乐镇		
401	50272	104832	trap	to_qingluodao	55	53344	122112	1		船舱二层	青螺岛		
55	53536	122264	trap	to_2ceng	401	50496	104640	1		青螺岛	船舱二层		
401	52320	102880	trap	to_3ceng	402	51424	103744	1		船舱二层	船舱三层		
402	51360	104224	trap	to_2ceng	401	52192	102976	1		船舱三层	船舱二层		
55	57280	121632	trap	to_tianwangbang	22	57344	100928	0		青螺岛	天王帮		
22	57504	100832	trap	to_qingluodao	55	57088	121408	1		天王帮	青螺岛		
55	52032	106688	trap	to_luweidang_1	65	63296	119296	1		青螺岛	芦苇荡东南部		
65	63424	119456	trap	to_qingluodao	55	52128	106944	1		芦苇荡东南部	青螺岛		
2287	50272	104832	trap	to_qingluodao	2286	53344	122112	1		船舱二层（2线）	青螺岛(2线)		
2286	53536	122264	trap	to_2ceng	2287	50496	104640	1		青螺岛（2线）	船舱二层（2线）		
2287	52320	102880	trap	to_3ceng	2288	51424	103744	1		船舱二层（2线）	船舱三层（2线）		
2288	51360	104224	trap	3ceng22ceng	2287	52192	102976	1		船舱三层（2线）	船舱二层（2线）		
2286	57280	121632	trap	to_tianwangbang	22	57344	100928	1		青螺岛（2线）	天王帮		
2286	52032	106688	trap	to_luweidang_1	65	63296	119296	1		青螺岛（2线）	芦苇荡东南部		
60	47744	94880	task	to_waizhong	405	50848	102560	1		燕子坞外围	外英雄冢
405	50752	102784	task	to_yanziwu	60	47488	95264	0		外英雄冢	燕子坞外围
