MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
910	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
911	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
912	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
2055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
2014	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
2015	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
2016	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
2017	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
2018	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
2019	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
878	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
879	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
880	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
881	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
882	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
883	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
884	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
914	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
915	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
916	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
917	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
918	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
919	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
2020	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
2021	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
2022	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
2023	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
2024	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
2025	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
2026	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
886	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
887	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
888	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
889	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
890	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
891	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
920	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
921	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
922	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
923	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
924	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
925	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
926	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
2041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
2042	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
2043	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
2044	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
2045	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
2046	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
2047	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
2048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
2049	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
2050	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
2051	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
2052	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
2053	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
2054	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
928	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
929	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
930	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
931	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
932	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
933	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
935	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
936	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
937	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
938	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
939	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
940	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
941	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
942	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
943	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
944	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
945	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
946	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
947	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷地狱
949	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷地狱
950	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷地狱
951	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷地狱
952	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷地狱
953	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷地狱
954	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷地狱
2088	1	2	3	4	5	6	7	7	7	7	7	7	7	7	14	7	玉露村
2089	1	1	2	3	4	5	6	6	6	6	6	6	6	6	13	6	玉露村
2090	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	云岭-角色转移区域
2092	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	8	晏若雪家的院子（1）
2093	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	9	晏若雪家的院子（2）
2094	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	10	晏若雪家的院子（3）
2095	1	2	3	3	3	6	3	3	3	3	3	3	3	3	3	3	得悦舫
2096	1	2	1	2	4	4	4	4	4	4	4	4	4	4	4	4	得悦舫
2097	1	1	2	3	5	5	5	5	5	5	5	5	5	5	5	5	得悦舫
2098	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	8	前沿哨岗（1）
2099	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	9	前沿哨岗（2）
2100	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	10	前沿哨岗（3）
2101	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	8	寂寞划水寨（1）
2102	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	9	寂寞划水寨（2）
2103	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	10	寂寞划水寨（3）
2108	1	1	1	1	1	1	1	1	1	1	1	1	1	8	15	13	香蜜源（1线）
2109	1	1	1	1	2	2	2	2	2	2	2	2	2	9	15	14	香蜜源（2线）
2110	1	2	2	4	2	4	3	7	7	7	7	7	7	10	14	15	香蜜源（3线）
2111	1	1	2	2	4	4	4	4	4	4	4	4	4	11	14	10	香蜜源（4线）
2112	1	2	3	3	5	5	5	5	5	5	5	5	5	12	14	11	香蜜源（5线）
2113	1	2	3	3	3	6	6	6	6	6	6	6	6	13	15	12	香蜜源（6线）
2114	1	1	1	2	3	3	7	3	3	3	3	3	3	14	15	16	香蜜源（7线）
2115	1	1	1	1	1	1	1	1	1	1	1	1	1	8	15	13	灵秀村（1线）
2116	1	1	1	1	2	2	2	2	2	2	2	2	2	9	15	14	灵秀村（2线）
2117	1	2	2	4	2	4	3	7	7	7	7	7	7	10	14	15	灵秀村（3线）
2118	1	1	2	2	4	4	4	4	4	4	4	4	4	11	14	10	灵秀村（4线）
2119	1	2	3	3	5	5	5	5	5	5	5	5	5	12	14	11	灵秀村（5线）
2120	1	2	3	3	3	6	6	6	6	6	6	6	6	13	15	12	灵秀村（6线）
2121	1	1	1	2	3	3	7	3	3	3	3	3	3	14	15	16	灵秀村（7线）
2122	1	1	1	1	1	1	1	1	1	1	1	1	1	8	15	13	蜀南竹海（1线）
2123	1	1	1	1	2	2	2	2	2	2	2	2	2	9	15	14	蜀南竹海（2线）
2124	1	2	2	4	2	4	3	7	7	7	7	7	7	10	14	15	蜀南竹海（3线）
2125	1	1	2	2	4	4	4	4	4	4	4	4	4	11	14	10	蜀南竹海（4线）
2126	1	2	3	3	5	5	5	5	5	5	5	5	5	12	14	11	蜀南竹海（5线）
2127	1	2	3	3	3	6	6	6	6	6	6	6	6	13	15	12	蜀南竹海（6线）
2128	1	1	1	2	3	3	7	3	3	3	3	3	3	14	15	16	蜀南竹海（7线）
2131	1	1	1	1	1	1	1	1	1	1	1	1	1	8	15	13	试练山庄(壹)
2132	1	1	1	1	2	2	2	2	2	2	2	2	2	9	15	14	试练山庄(贰)
2133	1	2	2	4	2	4	3	7	7	7	7	7	7	10	14	15	试练山庄(叁)
2134	1	1	2	2	4	4	4	4	4	4	4	4	4	11	14	10	试练山庄(肆)
2135	1	2	3	3	5	5	5	5	5	5	5	5	5	12	14	11	试练山庄(伍)
2136	1	2	3	3	3	6	6	6	6	6	6	6	6	13	15	12	试练山庄(陆)
2137	1	1	1	2	3	3	7	3	3	3	3	3	3	14	15	16	试练山庄(柒)
2138	1	1	1	1	1	1	1	1	1	1	1	1	1	8	15	13	碧落谷(壹)
2139	1	1	1	1	2	2	2	2	2	2	2	2	2	9	15	14	碧落谷(贰)
2140	1	2	2	4	2	4	3	7	7	7	7	7	7	10	14	15	碧落谷(叁)
2141	1	1	2	2	4	4	4	4	4	4	4	4	4	11	14	10	碧落谷(肆)
2142	1	2	3	3	5	5	5	5	5	5	5	5	5	12	14	11	碧落谷(伍)
2143	1	2	3	3	3	6	6	6	6	6	6	6	6	13	15	12	碧落谷(陆)
2144	1	1	1	2	3	3	7	3	3	3	3	3	3	14	15	16	碧落谷(柒)
2147	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	克夷门要隘
2148	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	贺兰山东麓
2149	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	盐州
2150	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	兀剌海城
2151	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	鹿合谷
2252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2155	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2156	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2157	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2158	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2159	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2160	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2161	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2162	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2163	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2164	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2165	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2166	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2167	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2246	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2247	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2248	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2249	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2250	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2251	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2168	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2169	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2170	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2171	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2172	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2173	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2174	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2176	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2177	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2178	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2179	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2180	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2181	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2182	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2183	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2184	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2185	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2186	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2187	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2188	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2189	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2190	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2191	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2192	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2193	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2194	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2195	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2196	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2197	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2198	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2199	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2200	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2201	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2202	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2204	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2205	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2206	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2207	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2208	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2209	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2210	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2211	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2212	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2213	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2214	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2215	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2216	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2218	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2219	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2220	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2221	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2222	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2223	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2224	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2225	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2226	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2227	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2228	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2229	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2230	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2232	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2233	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2234	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2235	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2236	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2237	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2238	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷
2239	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	逍遥谷
2240	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	逍遥谷
2241	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	逍遥谷
2242	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	逍遥谷
2243	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	逍遥谷
2244	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
2154	1	1	1	1	1	1	1	1	1	1	1	1	1	8	15	13	桃溪镇（1线）
2254	1	1	1	1	2	2	2	2	2	2	2	2	2	9	15	14	桃溪镇（2线）
2255	1	2	2	4	2	4	3	7	7	7	7	7	7	10	14	15	桃溪镇（3线）
2256	1	1	2	2	4	4	4	4	4	4	4	4	4	11	14	10	桃溪镇（4线）
2257	1	2	3	3	5	5	5	5	5	5	5	5	5	12	14	11	桃溪镇（5线）
2258	1	2	3	3	3	6	6	6	6	6	6	6	6	13	15	12	桃溪镇（6线）
2259	1	1	1	2	3	3	7	3	3	3	3	3	3	14	15	16	桃溪镇（7线）
2260	1	1	1	1	4	4	4	4	4	4	4	4	4	4	11	11	冰火天堑1
2261	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	古墓
2262	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	门派竞技场(古墓)
2263	1	2	3	4	4	4	4	6	6	6	6	6	6	6	13	13	初级联赛会场（13）
2264	1	2	3	4	4	4	4	6	6	6	6	6	6	6	13	13	初级联赛准备场（13）
2265	1	2	3	4	4	4	4	6	6	6	6	6	6	6	13	13	初级联赛比赛场（13）
2266	1	1	2	4	5	6	6	6	6	6	6	6	6	6	13	13	高级联赛会场（13）
2267	1	1	2	4	5	6	6	6	6	6	6	6	6	6	13	13	高级联赛准备场（13）
2268	1	1	2	4	5	6	6	6	6	6	6	6	6	6	13	13	高级联赛比赛场（13）
2269	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	初级多人赛比赛场（13）
2270	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	高级多人赛比赛场（13）
2271	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	初级联赛比赛场（13）
2272	1	1	2	4	5	6	6	6	6	6	6	6	6	6	13	13	高级联赛比赛场（13）
2286	1	2	2	4	5	5	6	6	6	6	6	6	6	6	13	8	青螺岛
2287	1	2	2	4	5	5	6	6	6	6	6	6	6	6	13	8	船舱2层
2288	1	2	2	4	5	5	6	6	6	6	6	6	6	6	13	8	船舱3层
2289	1	1	1	1	1	2	1	1	1	1	1	1	1	1	8	8	冰火天堑2
2290	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	冰火天堑3
